Time 	 AccX 	 AccY 	 AccZ 	 GyroX 	 GyroY 	 GyroZ
12.895	0.90	0.73	-9.73	-0.05	0.09	-0.03
12.922	0.87	0.65	-9.73	-0.03	0.10	-0.07
12.949	0.88	0.76	-9.66	0.09	0.12	0.18
12.977	0.90	0.73	-9.79	0.00	-0.08	-0.03
13.003	0.83	0.75	-9.80	0.01	-0.01	-0.10
13.031	0.91	0.70	-9.69	0.10	-0.06	-0.10
13.058	0.86	0.72	-9.71	0.08	0.05	-0.04
13.085	0.90	0.74	-9.73	0.07	-0.03	0.03
13.112	0.83	0.27	-10.16	0.04	0.07	0.01
13.139	1.31	0.47	-9.10	-0.09	-0.01	0.04
13.166	0.91	0.61	-8.50	-0.09	-0.01	0.03
13.197	1.18	-0.02	-10.19	-0.00	-0.07	-0.06
13.223	1.30	0.79	-9.77	0.01	0.06	0.06
13.251	1.36	0.46	-9.37	0.01	0.01	-0.03
13.278	1.34	0.69	-9.43	-0.05	0.08	-0.01
13.305	1.08	1.02	-9.00	0.09	-0.02	-0.15
13.332	0.29	1.08	-10.04	0.03	0.09	-0.08
13.360	0.93	0.65	-9.77	0.06	0.05	-0.00
13.386	0.94	0.73	-9.76	0.05	0.05	0.00
13.414	0.85	0.59	-9.75	0.07	-0.01	0.09
13.441	0.88	0.70	-9.69	0.06	-0.10	-0.00
13.467	0.84	0.64	-9.65	0.03	-0.09	-0.08
13.495	0.85	0.74	-9.75	-0.02	0.06	-0.06
13.522	0.88	0.73	-9.72	0.03	0.01	0.08
13.552	0.85	0.68	-9.75	-0.06	0.04	0.07
13.579	0.81	1.00	-9.84	0.01	-0.07	-0.04
13.606	0.73	1.89	-9.78	-0.01	-0.02	-0.16
13.633	0.87	-0.32	-10.27	-0.03	0.07	0.08
13.661	1.01	-0.17	-10.17	0.10	-0.09	-0.02
13.688	1.69	1.04	-9.44	-0.07	-0.06	0.03
13.715	1.51	0.98	-9.93	0.00	-0.08	0.04
13.742	0.77	0.70	-9.85	-0.03	-0.02	-0.05
13.769	0.67	0.61	-9.83	0.01	0.05	0.03
13.796	1.21	0.44	-9.42	0.01	-0.04	0.01
13.824	1.30	0.32	-9.49	0.00	-0.03	-0.05
13.869	0.90	0.73	-9.37	0.08	-0.02	-0.10
13.896	0.98	0.40	-9.77	0.10	0.00	0.04
13.921	0.61	1.01	-9.84	0.06	0.00	-0.02
13.947	0.88	0.92	-9.83	0.07	-0.01	0.01
13.975	0.93	0.80	-9.79	-0.02	0.00	-0.03
14.002	0.93	0.75	-9.71	0.06	-0.05	-0.08
14.029	0.90	0.75	-9.77	-0.05	-0.00	-0.03
14.056	0.93	0.78	-9.80	-0.08	0.05	0.07
14.084	0.83	0.56	-9.82	0.09	-0.01	0.01
14.110	0.37	0.01	-9.73	0.00	-0.15	-0.09
14.137	0.84	0.70	-9.67	-0.08	0.01	0.15
14.164	0.59	1.08	-9.97	0.05	-0.07	0.07
14.191	0.28	2.67	-9.63	0.01	-0.06	0.05
14.219	1.02	0.32	-9.31	0.02	-0.03	-0.03
14.245	0.85	0.05	-9.64	-0.02	0.01	-0.04
14.271	0.91	0.52	-10.05	-0.03	-0.03	-0.05
14.298	1.02	0.80	-10.01	0.04	0.05	0.05
14.325	0.84	0.11	-9.46	-0.05	-0.15	-0.11
14.352	0.94	0.30	-9.33	-0.08	0.07	0.01
14.380	0.15	2.01	-9.63	0.03	-0.11	-0.10
14.406	-0.02	1.34	-9.85	-0.01	-0.04	-0.05
14.434	0.14	0.98	-9.71	-0.00	0.08	-0.08
14.460	1.00	0.77	-9.98	-0.01	0.13	-0.07
14.488	0.84	0.42	-9.72	-0.06	0.14	0.10
14.515	-5.40	-2.00	-14.14	-0.16	-0.46	-0.02
14.542	1.31	2.51	-10.83	-0.16	-0.00	0.08
14.570	1.01	1.33	-8.65	0.09	0.15	-0.10
14.600	2.86	2.24	-10.52	-0.01	-0.13	0.04
14.627	1.28	2.53	-10.64	0.14	-0.19	-0.04
14.655	1.73	1.03	-10.50	0.28	-0.05	0.02
14.682	2.33	0.65	-10.78	0.19	-0.36	-0.10
14.709	0.71	-1.02	-11.64	0.19	-0.40	-0.18
14.736	0.69	1.13	-10.37	0.28	-0.47	-0.10
14.764	0.31	1.41	-9.98	0.46	-0.16	0.16
14.791	-0.41	0.70	-9.40	0.54	0.02	0.19
14.818	-0.04	0.21	-9.29	0.65	-0.01	0.24
14.845	0.46	-0.50	-9.59	0.33	0.19	0.39
14.872	0.60	-1.13	-9.86	0.16	0.11	0.08
14.900	0.24	-1.19	-9.42	-0.08	-0.09	-0.01
14.926	0.06	-0.55	-9.04	-0.54	-0.19	-0.15
14.957	0.08	-0.09	-9.24	-0.48	0.06	-0.16
14.984	0.01	0.24	-9.09	-0.50	0.10	-0.25
15.011	-0.08	0.82	-9.06	-0.35	-0.04	-0.34
15.038	0.05	0.88	-9.04	-0.35	0.03	-0.33
15.066	0.13	0.80	-9.24	-0.19	0.02	-0.53
15.092	0.42	0.82	-9.34	-0.03	0.03	-0.35
15.120	0.83	0.46	-9.58	0.06	0.12	-0.16
15.147	1.08	0.05	-9.90	0.13	0.07	-0.13
15.174	0.88	0.07	-9.71	-0.04	0.03	-0.03
15.201	0.86	0.13	-9.71	0.09	-0.04	-0.15
15.228	0.65	0.27	-9.45	-0.03	0.09	-0.12
15.256	0.60	0.70	-9.39	-0.07	-0.04	-0.10
15.283	0.63	0.30	-9.32	0.07	0.03	0.01
15.312	0.66	0.45	-9.62	0.12	-0.12	0.01
15.340	0.55	0.40	-9.65	0.05	-0.00	0.17
15.367	0.42	0.50	-9.55	0.03	0.05	0.09
15.394	0.57	0.68	-9.68	0.06	0.12	-0.06
15.421	0.57	0.55	-9.62	0.07	0.04	-0.08
15.449	0.42	0.55	-9.77	-0.04	0.09	0.09
15.475	0.54	0.51	-9.61	-0.04	0.05	-0.11
15.503	0.56	0.79	-9.47	-0.11	0.08	-0.03
15.529	0.78	0.83	-9.62	-0.07	0.14	-0.07
15.557	1.05	0.57	-9.84	-0.12	0.23	-0.14
15.584	0.98	0.51	-10.07	-0.02	0.06	-0.06
15.611	0.91	0.80	-10.09	-0.09	0.07	-0.09
15.638	0.92	0.96	-9.83	-0.18	0.02	-0.20
15.669	1.08	0.88	-9.91	-0.08	0.05	-0.15
15.695	0.93	0.91	-9.82	-0.06	0.10	-0.29
15.723	0.71	0.91	-9.59	0.00	0.03	-0.09
15.750	0.87	0.85	-9.65	-0.04	0.08	-0.16
15.777	0.83	0.75	-9.81	0.13	0.10	-0.12
15.804	0.99	0.62	-9.65	-0.02	0.10	-0.00
15.832	1.08	0.50	-9.59	0.01	0.03	-0.09
15.858	1.18	0.52	-9.62	0.06	-0.07	-0.18
15.886	1.32	0.45	-9.47	-0.04	0.00	-0.17
15.912	1.46	0.65	-9.48	0.02	-0.02	0.04
15.940	1.62	0.61	-9.40	-0.02	-0.16	-0.03
15.967	1.52	0.68	-9.10	0.09	-0.08	0.16
16.003	1.09	1.48	-8.21	0.09	-0.18	0.05
16.030	0.50	1.31	-8.48	0.17	-0.16	0.25
16.057	0.52	1.42	-8.72	0.31	-0.12	0.28
16.084	4.14	-4.12	-14.92	-0.06	-0.19	-0.06
16.111	-0.73	0.98	-14.00	-0.06	-0.09	-0.07
16.139	-0.14	0.55	-10.26	-0.25	0.03	0.01
16.166	1.39	2.08	-8.73	-0.24	-0.06	0.18
16.193	0.53	2.72	-9.06	0.20	-0.19	0.16
16.221	0.75	-0.21	-9.93	0.03	0.07	-0.14
16.247	1.07	-1.19	-9.07	0.06	0.12	0.03
16.275	1.31	0.88	-9.95	-0.08	0.00	0.03
16.302	1.59	0.63	-9.71	0.08	-0.04	-0.19
16.329	0.93	0.47	-9.68	-0.00	-0.07	-0.02
16.359	0.87	1.15	-9.77	-0.17	0.08	-0.01
16.387	0.79	0.68	-9.75	0.05	-0.08	0.07
16.413	0.83	0.59	-9.73	-0.03	0.09	0.01
16.440	0.84	0.79	-9.85	0.00	-0.00	0.07
16.467	0.87	0.73	-9.77	0.01	0.03	-0.10
16.494	0.88	0.77	-9.77	0.03	-0.01	-0.03
16.522	0.52	0.98	-9.75	0.01	-0.03	0.07
16.548	0.93	0.93	-9.92	-0.05	-0.08	-0.03
16.576	1.03	0.07	-9.96	-0.04	-0.04	0.03
16.603	0.60	0.22	-10.01	0.01	0.03	-0.01
16.630	0.58	0.65	-9.90	0.11	0.07	0.11
16.657	0.47	1.21	-9.80	0.04	0.04	0.12
16.685	0.88	0.83	-9.35	-0.00	-0.16	0.02
16.714	0.75	0.73	-9.93	-0.04	0.00	0.00
16.742	0.72	1.11	-9.77	0.07	-0.10	-0.09
16.769	0.96	0.86	-9.64	0.01	0.11	0.00
16.795	0.90	0.88	-9.77	0.05	-0.07	-0.08
16.823	0.94	0.69	-9.75	-0.03	-0.01	-0.11
16.850	0.87	0.77	-9.73	0.12	-0.08	0.09
16.877	0.88	0.70	-9.74	0.05	0.03	0.12
16.904	0.85	0.70	-9.76	-0.02	-0.03	-0.09
16.931	0.84	0.74	-9.81	0.04	0.02	-0.01
16.958	0.85	0.70	-9.86	0.03	0.00	-0.03
16.986	0.84	0.76	-9.78	-0.04	0.02	-0.02
17.012	0.84	0.75	-9.82	-0.07	0.04	0.17
17.040	0.80	0.76	-9.77	-0.13	-0.04	0.12
17.070	0.85	0.67	-9.76	-0.05	0.12	0.07
17.097	0.76	0.76	-9.71	0.03	0.02	0.03
17.124	0.78	0.76	-9.82	-0.07	-0.02	-0.01
17.152	0.84	0.67	-9.76	-0.05	-0.06	-0.05
17.178	0.84	0.76	-9.75	0.02	-0.06	-0.01
17.206	0.80	0.67	-9.75	0.03	0.06	0.13
17.232	0.83	0.68	-9.70	-0.06	-0.02	-0.01
17.260	0.84	0.75	-9.85	-0.05	-0.06	0.03
17.287	0.82	0.77	-9.74	-0.03	0.08	-0.03
17.314	0.84	0.65	-9.78	0.12	0.03	-0.02
17.341	0.77	0.74	-9.71	-0.01	-0.03	0.01
17.369	0.83	0.75	-9.78	-0.03	-0.05	0.03
17.395	0.97	0.63	-9.72	0.10	-0.01	0.21
17.426	0.83	0.78	-9.80	0.01	0.01	0.06
17.453	0.83	0.85	-9.75	0.01	-0.10	-0.11
17.480	0.82	0.72	-9.72	0.00	0.11	0.08
17.507	0.86	0.69	-9.80	-0.04	0.06	0.14
17.534	0.85	0.78	-9.84	-0.10	-0.07	0.11
17.561	0.90	0.78	-9.78	0.03	0.09	0.07
17.588	0.81	0.75	-9.71	-0.09	-0.04	0.15
17.615	0.81	0.75	-9.81	-0.04	0.08	-0.12
17.642	0.77	0.71	-9.80	-0.01	0.07	0.00
17.670	0.87	0.68	-9.73	-0.05	-0.03	0.00
17.696	0.89	0.74	-9.75	-0.04	-0.07	0.05
17.724	0.77	0.68	-9.83	-0.01	-0.03	0.03
17.751	0.84	0.68	-9.77	-0.01	-0.06	0.05
17.781	0.85	0.73	-9.75	-0.02	0.04	-0.10
17.808	0.88	0.81	-9.79	0.00	-0.03	0.07
17.836	0.86	0.70	-9.71	-0.01	-0.04	-0.10
17.862	0.93	0.76	-9.79	-0.05	0.06	-0.06
17.890	0.78	0.73	-9.76	0.09	-0.06	-0.12
17.916	0.93	0.75	-9.75	-0.03	-0.03	-0.05
17.944	0.85	0.74	-9.76	-0.04	0.00	-0.03
17.971	0.84	0.68	-9.74	-0.05	0.06	0.07
17.998	0.83	0.77	-9.78	0.07	0.07	0.06
18.025	0.87	0.81	-9.76	0.05	-0.03	-0.02
18.053	0.83	0.78	-9.80	0.00	0.01	-0.08
18.079	0.85	0.77	-9.85	-0.01	0.08	0.04
18.107	0.80	0.74	-9.68	-0.02	0.01	-0.03
18.137	0.83	0.68	-9.75	-0.05	-0.09	-0.06
18.164	0.83	0.70	-9.74	0.01	-0.03	-0.01
18.209	0.83	0.72	-9.74	-0.05	-0.07	-0.11
18.236	0.77	0.70	-9.80	-0.06	0.01	0.09
18.264	0.81	0.74	-9.75	0.07	-0.07	0.04
18.290	0.83	0.75	-9.73	-0.04	0.08	0.01
18.318	0.86	0.70	-9.73	-0.00	0.09	0.15
18.344	0.87	0.68	-9.80	0.05	-0.18	-0.02
18.372	0.91	0.73	-9.82	-0.06	0.04	0.07
18.399	0.78	0.72	-9.75	0.05	0.08	-0.05
18.426	0.85	0.76	-9.78	0.05	0.05	0.07
18.453	0.88	0.68	-9.82	-0.01	0.01	0.08
18.480	0.85	0.71	-9.71	-0.03	0.06	0.09
18.510	0.87	0.75	-9.75	0.03	0.04	-0.05
18.537	0.91	0.75	-9.80	-0.03	-0.03	0.06
18.565	0.82	0.70	-9.80	0.02	-0.04	-0.04
18.591	0.85	0.74	-9.85	0.03	-0.06	-0.03
18.619	0.85	0.66	-9.74	-0.04	0.03	-0.02
18.646	0.81	0.77	-9.75	0.07	0.01	-0.04
18.673	0.88	0.74	-9.83	-0.06	0.01	0.05
18.700	0.85	0.78	-9.69	-0.07	0.03	0.13
18.727	0.85	0.65	-9.75	0.10	0.11	-0.02
18.754	0.82	0.70	-9.75	0.00	0.03	-0.01
18.782	0.90	0.77	-9.79	0.09	-0.05	-0.02
18.808	0.84	0.72	-9.71	0.02	-0.02	-0.09
18.836	0.78	0.64	-9.73	-0.01	-0.09	-0.06
18.866	0.85	0.70	-9.73	0.06	0.01	0.02
18.892	0.85	0.72	-9.73	-0.03	0.06	-0.04
18.920	0.85	0.75	-9.76	0.02	0.00	-0.10
18.947	0.80	0.69	-9.68	-0.03	0.01	0.10
18.974	0.88	0.80	-9.81	0.02	0.06	-0.10
19.001	0.89	0.68	-9.77	0.03	0.07	-0.00
19.028	0.86	0.78	-9.75	-0.06	0.09	0.16
19.055	0.85	0.73	-9.73	-0.04	-0.04	0.13
19.083	0.83	0.72	-9.77	0.09	-0.15	-0.06
19.109	0.93	0.71	-9.77	-0.04	-0.03	0.09
19.137	0.90	0.67	-9.84	-0.03	-0.03	0.10
19.164	0.89	0.69	-9.76	0.02	-0.10	0.08
19.191	0.88	0.69	-9.78	0.05	0.03	-0.08
19.221	0.83	0.73	-9.77	0.00	0.04	0.04
19.249	0.88	0.76	-9.83	-0.07	0.06	0.03
19.275	0.84	0.80	-9.80	-0.01	0.08	0.08
19.303	0.83	0.75	-9.73	0.07	-0.04	0.09
19.330	0.87	0.74	-9.83	-0.10	-0.01	0.04
19.357	0.86	0.72	-9.72	0.07	-0.04	-0.17
19.384	0.88	0.68	-9.78	-0.01	-0.10	-0.04
19.411	0.90	0.68	-9.73	0.00	-0.04	0.01
19.438	0.86	0.72	-9.79	-0.02	-0.00	0.02
19.466	0.84	0.77	-9.80	0.01	0.12	0.12
19.492	0.87	0.70	-9.76	-0.15	0.06	0.02
19.520	0.84	0.79	-9.77	-0.07	0.16	0.07
19.547	0.85	0.76	-9.72	0.02	-0.08	-0.07
19.577	0.89	0.74	-9.70	-0.05	-0.06	-0.06
19.604	0.84	0.73	-9.70	-0.07	-0.07	0.03
19.632	0.85	0.73	-9.83	-0.06	-0.03	-0.03
19.658	0.80	0.74	-9.73	0.05	0.05	0.00
19.686	0.87	0.78	-9.82	0.05	-0.06	-0.11
19.713	0.91	0.80	-9.80	0.12	0.01	-0.05
19.740	0.78	0.85	-9.78	-0.03	-0.02	-0.15
19.767	0.83	0.68	-9.74	0.00	0.05	-0.09
19.794	0.93	0.70	-9.78	-0.14	-0.01	0.01
19.821	0.84	0.73	-9.80	0.01	0.00	0.04
19.849	0.86	0.75	-9.73	0.00	0.07	-0.00
19.875	0.93	0.64	-9.71	0.01	-0.03	-0.11
19.903	0.83	0.72	-9.78	-0.02	0.03	0.09
19.933	0.84	0.77	-9.80	0.05	-0.09	0.10
19.959	0.82	0.66	-9.73	0.03	-0.12	0.10
19.987	0.80	0.75	-9.70	0.02	0.01	-0.06
20.014	0.97	0.73	-9.76	-0.06	0.06	0.01
20.041	0.86	0.74	-9.81	0.01	-0.00	-0.03
20.068	0.89	0.73	-9.75	0.02	-0.04	-0.01
20.096	0.86	0.79	-9.71	0.03	-0.03	-0.14
20.123	0.88	0.72	-9.73	0.05	-0.03	-0.04
20.150	0.82	0.65	-9.78	-0.03	-0.12	0.04
20.177	0.84	0.70	-9.77	-0.04	-0.01	0.02
20.204	0.85	0.69	-9.70	-0.11	0.12	0.00
20.232	0.86	0.71	-9.78	0.05	-0.07	-0.09
20.258	0.85	0.75	-9.75	-0.03	0.05	-0.07
20.289	0.84	0.74	-9.78	0.07	-0.00	-0.20
20.322	0.91	0.71	-9.77	-0.02	0.04	0.01
20.348	0.87	0.75	-9.85	-0.03	0.02	0.06
20.376	0.85	0.76	-9.68	0.00	-0.00	-0.11
20.403	0.78	0.73	-9.73	0.03	-0.02	-0.00
20.430	0.85	0.79	-9.78	0.03	-0.01	0.14
20.457	0.85	0.70	-9.67	0.01	0.03	-0.10
20.484	0.84	0.80	-9.80	0.04	0.03	-0.06
20.511	0.85	0.75	-9.78	0.05	-0.07	-0.11
20.538	0.91	0.76	-9.76	-0.06	0.13	0.03
20.566	0.86	0.70	-9.76	0.08	0.02	0.00
20.592	0.85	0.69	-9.73	0.05	-0.09	-0.03
20.620	0.83	0.73	-9.80	0.00	0.11	0.04
20.649	0.82	0.69	-9.72	0.06	0.03	-0.04
20.677	0.81	0.75	-9.81	-0.09	-0.01	-0.01
20.704	0.93	0.78	-9.77	-0.03	0.04	0.17
20.731	0.85	0.75	-9.81	0.04	-0.06	0.11
20.758	0.88	0.75	-9.75	0.00	0.05	0.05
20.785	0.83	0.72	-9.78	-0.02	0.12	-0.04
20.812	0.85	0.68	-9.78	0.03	0.06	-0.03
20.839	0.82	0.76	-9.70	-0.04	-0.02	-0.11
20.867	0.85	0.62	-9.82	0.02	-0.02	0.16
20.893	0.88	0.69	-9.66	0.10	-0.02	0.09
20.921	0.85	0.80	-9.78	0.01	-0.01	-0.02
20.947	0.90	0.75	-9.74	-0.04	0.03	-0.07
20.975	0.87	0.65	-9.73	-0.10	0.04	0.06
21.005	0.86	0.73	-9.80	-0.01	0.02	-0.03
21.032	0.90	0.65	-9.74	0.07	0.04	-0.09
21.059	0.88	0.73	-9.75	0.01	-0.05	0.02
21.087	0.88	0.75	-9.77	0.00	0.01	0.13
21.113	0.85	0.70	-9.78	0.05	-0.06	-0.03
21.140	0.88	0.71	-9.75	-0.04	0.09	-0.06
21.168	0.85	0.83	-9.76	-0.03	-0.06	0.14
21.194	0.91	0.75	-9.74	-0.07	0.01	0.06
21.222	0.86	0.73	-9.80	-0.07	-0.00	-0.02
21.250	0.93	0.75	-9.82	-0.05	-0.08	0.05
21.276	0.83	0.73	-9.69	0.01	0.01	0.05
21.303	0.79	0.62	-9.81	-0.06	0.03	0.09
21.330	0.80	0.76	-9.76	0.05	-0.06	-0.04
21.360	0.89	0.65	-9.77	-0.04	0.00	0.00
21.388	0.85	0.62	-9.78	0.07	0.07	-0.00
21.414	0.83	0.80	-9.73	0.11	-0.03	-0.01
21.442	0.85	0.68	-9.83	0.02	0.01	0.04
21.469	0.85	0.71	-9.75	0.02	-0.01	-0.20
21.496	0.82	0.73	-9.78	-0.00	0.04	-0.08
21.523	0.88	0.73	-9.75	0.04	0.09	0.05
21.551	0.87	0.71	-9.80	-0.01	-0.13	0.09
21.577	0.82	0.68	-9.73	-0.07	-0.06	0.14
21.605	0.97	0.64	-9.77	0.00	-0.07	0.12
21.632	0.85	0.73	-9.78	-0.00	-0.05	0.06
21.659	0.86	0.72	-9.75	-0.00	0.04	-0.06
21.686	0.88	0.65	-9.81	0.00	0.00	0.09
21.715	0.76	0.68	-9.65	0.06	0.05	-0.03
21.743	0.77	0.70	-9.78	-0.04	-0.01	-0.00
21.770	0.85	0.64	-9.73	0.16	0.09	-0.04
21.797	0.85	0.72	-9.76	-0.02	-0.00	0.12
21.824	0.92	0.62	-9.78	-0.02	0.02	0.03
21.852	0.89	0.78	-9.73	-0.02	0.00	-0.07
21.878	0.89	0.78	-9.74	0.03	-0.07	-0.02
21.906	0.91	0.74	-9.78	-0.05	0.01	-0.05
21.933	0.83	0.70	-9.76	-0.02	0.05	0.04
21.960	0.87	0.73	-9.77	-0.01	0.03	0.26
21.987	0.82	0.68	-9.83	-0.01	0.04	-0.10
22.014	0.83	0.76	-9.79	0.05	0.00	-0.12
22.041	0.86	0.70	-9.72	0.10	-0.06	-0.02
22.071	0.91	0.70	-9.78	-0.00	0.04	-0.01
22.098	0.85	0.73	-9.79	0.01	-0.12	-0.01
22.125	0.84	0.69	-9.78	0.06	-0.06	-0.02
22.153	0.75	0.66	-9.86	-0.11	-0.02	-0.03
22.180	0.84	0.76	-9.87	-0.03	-0.02	-0.13
22.207	0.84	0.70	-9.73	-0.03	0.04	0.06
22.235	0.89	0.74	-9.75	0.00	0.04	-0.14
22.261	0.88	0.80	-9.71	-0.00	-0.12	0.04
22.289	0.89	0.79	-9.78	-0.00	0.10	0.14
22.316	0.84	0.77	-9.80	-0.04	-0.03	0.12
22.342	0.85	0.65	-9.77	-0.05	0.06	0.12
22.370	0.91	0.73	-9.78	0.02	0.03	0.06
22.396	0.84	0.66	-9.73	0.01	0.03	0.08
22.427	0.91	0.68	-9.67	-0.04	-0.08	0.18
22.454	0.80	0.70	-9.79	-0.07	-0.05	0.08
22.481	0.80	0.73	-9.81	-0.03	0.00	0.13
22.526	0.89	0.68	-9.73	0.06	0.01	-0.10
22.553	0.81	0.70	-9.73	-0.02	-0.11	-0.10
22.581	0.85	0.74	-9.78	0.03	0.03	0.07
22.607	0.85	0.77	-9.70	0.01	0.12	-0.03
22.635	0.85	0.69	-9.82	-0.09	0.05	0.05
22.662	0.85	0.68	-9.76	-0.01	-0.11	0.06
22.689	0.81	0.68	-9.78	0.09	0.02	0.03
22.716	0.94	0.75	-9.68	-0.03	-0.10	0.04
22.743	0.89	0.73	-9.73	-0.03	0.01	-0.06
22.770	0.89	0.73	-9.83	-0.01	0.04	-0.04
22.800	0.86	0.73	-9.81	-0.01	-0.15	0.06
22.828	0.76	0.80	-9.71	0.06	0.02	-0.04
22.854	0.84	0.69	-9.85	-0.03	0.09	-0.10
22.882	0.88	0.77	-9.75	-0.11	0.02	0.13
22.908	0.90	0.79	-9.75	0.07	-0.04	0.03
22.936	0.90	0.69	-9.78	-0.04	0.07	0.11
22.963	0.85	0.74	-9.71	0.05	0.03	0.09
22.990	0.88	0.71	-9.77	0.09	0.07	0.03
23.017	0.80	0.68	-9.82	-0.16	0.05	0.05
23.044	0.83	0.73	-9.83	-0.10	-0.04	-0.05
23.071	0.86	0.66	-9.68	0.09	-0.06	-0.05
23.099	0.87	0.74	-9.80	-0.01	0.03	0.01
23.126	0.84	0.73	-9.72	-0.04	-0.06	-0.04
23.155	0.87	0.71	-9.75	0.07	-0.03	-0.12
23.183	0.91	0.73	-9.80	0.06	0.02	0.06
23.209	0.87	0.79	-9.73	-0.05	0.08	-0.06
23.237	0.80	0.74	-9.73	0.09	-0.01	0.00
23.264	0.87	0.70	-9.68	-0.06	0.04	-0.05
23.291	0.80	0.69	-9.69	-0.05	0.03	-0.02
23.318	0.85	0.79	-9.76	-0.05	0.05	0.04
23.346	0.93	0.74	-9.73	0.01	-0.09	0.04
23.372	0.83	0.80	-9.75	-0.10	-0.06	0.03
23.400	0.83	0.73	-9.80	-0.02	0.05	-0.07
23.427	0.98	0.73	-9.82	0.05	-0.03	-0.01
23.454	0.86	0.75	-9.82	0.04	0.02	-0.12
23.481	0.85	0.74	-9.83	-0.04	-0.02	-0.05
23.519	0.86	0.73	-9.75	-0.05	0.00	-0.01
23.546	0.80	0.75	-9.83	0.00	0.08	0.03
23.573	0.85	0.66	-9.76	-0.03	0.09	0.04
23.601	0.90	0.76	-9.75	0.00	0.01	0.01
23.627	0.84	0.75	-9.78	-0.04	0.05	0.11
23.655	0.88	0.68	-9.65	0.02	-0.07	0.03
23.682	0.90	0.71	-9.78	0.01	0.14	-0.01
23.708	0.84	0.65	-9.73	0.05	-0.03	-0.10
23.736	0.80	0.70	-9.73	0.02	0.01	0.01
23.762	0.85	0.78	-9.75	0.05	0.02	0.04
23.790	0.88	0.83	-9.83	-0.01	0.04	-0.01
23.817	0.81	0.68	-9.78	-0.01	0.01	0.17
23.844	0.83	0.70	-9.78	0.05	0.02	0.01
23.874	0.83	0.70	-9.77	0.12	-0.02	-0.10
23.902	0.77	0.69	-9.78	0.01	0.03	-0.16
23.928	0.95	0.73	-9.78	-0.00	0.04	0.14
23.955	0.92	0.73	-9.63	0.16	-0.06	0.03
23.983	0.89	0.71	-9.76	-0.04	-0.02	0.07
24.009	0.86	0.70	-9.80	0.05	-0.06	-0.01
24.037	0.82	0.63	-9.73	0.05	-0.01	-0.11
24.064	0.91	0.78	-9.77	0.05	-0.09	0.07
24.091	0.88	0.79	-9.70	0.04	0.03	-0.07
24.124	0.86	0.77	-9.70	-0.04	-0.01	-0.06
24.152	0.88	0.76	-9.79	-0.02	-0.10	0.07
24.178	0.88	0.76	-9.69	-0.01	0.03	0.08
24.205	0.86	0.76	-9.78	0.09	-0.07	-0.05
24.236	0.88	0.84	-9.78	0.01	-0.01	-0.02
24.262	0.88	0.70	-9.73	-0.01	-0.01	-0.06
24.290	0.86	0.78	-9.76	0.12	-0.10	-0.08
24.316	0.81	0.65	-9.67	0.06	0.05	-0.00
24.344	0.88	0.78	-9.77	-0.03	0.03	-0.10
24.371	0.85	0.80	-9.80	0.09	-0.02	0.07
24.398	0.80	0.66	-9.80	0.07	0.00	0.07
24.425	0.87	0.74	-9.63	0.08	-0.04	-0.07
24.453	0.88	0.75	-9.71	0.00	-0.01	-0.03
24.479	0.85	0.74	-9.75	0.06	-0.03	-0.04
24.507	0.85	0.72	-9.77	-0.05	0.09	0.04
24.534	0.94	0.66	-9.74	-0.02	-0.06	0.19
24.561	0.80	0.73	-9.83	-0.06	0.13	0.05
24.591	0.81	0.69	-9.78	0.05	0.06	0.01
24.617	0.88	0.70	-9.73	0.06	-0.04	0.01
24.645	0.88	0.75	-9.80	0.00	0.03	-0.02
24.672	0.84	0.70	-9.80	-0.02	-0.06	-0.05
24.699	0.85	0.37	-9.81	-0.02	-0.02	0.03
24.726	0.56	2.04	-10.08	-0.07	0.04	0.12
24.754	0.81	0.37	-10.26	0.03	0.01	-0.02
24.780	1.09	0.02	-9.63	-0.08	0.12	-0.05
24.808	0.38	0.60	-9.42	-0.07	0.02	0.06
24.835	0.80	1.69	-9.75	0.08	-0.04	0.11
24.862	0.65	0.46	-9.70	0.03	-0.02	0.01
24.889	0.70	0.58	-10.02	0.06	0.08	0.09
24.915	0.66	0.84	-9.89	-0.00	-0.01	-0.01
24.946	0.86	0.82	-9.77	0.00	-0.03	0.00
24.973	0.81	0.92	-9.83	-0.01	0.04	-0.03
25.000	0.82	0.80	-9.80	-0.01	0.06	-0.00
25.027	0.80	0.85	-9.81	-0.04	-0.03	0.07
25.055	0.80	0.74	-9.75	-0.00	0.04	0.03
25.081	0.81	0.69	-9.67	0.02	0.08	-0.01
25.108	0.88	0.75	-9.70	0.02	-0.06	-0.14
25.136	0.78	0.70	-9.85	0.11	0.04	0.04
25.162	0.85	0.73	-9.81	0.14	-0.11	-0.10
25.190	0.86	0.78	-9.74	0.03	0.00	-0.03
25.217	0.78	1.31	-9.72	-0.05	-0.02	-0.08
25.263	0.43	1.49	-9.77	-0.03	-0.06	0.01
25.292	0.59	3.18	-9.17	-0.05	0.02	-0.02
25.320	0.72	2.18	-9.78	0.05	0.04	0.16
25.347	1.11	1.70	-9.29	-0.01	0.08	0.11
25.374	0.22	-0.36	-10.85	0.06	-0.10	-0.06
25.401	0.66	1.24	-10.18	0.01	0.02	0.01
25.428	0.99	0.91	-9.75	-0.11	-0.11	-0.00
25.456	1.06	1.06	-9.02	-0.03	-0.05	-0.12
