Time 	 AccX 	 AccY 	 AccZ 	 GyroX 	 GyroY 	 GyroZ
25.483	1.24	1.10	-9.45	-0.02	-0.08	0.00
25.510	1.07	0.37	-9.02	0.00	0.14	0.08
25.537	0.85	0.68	-9.83	-0.07	0.06	0.01
25.564	0.70	0.47	-9.83	-0.07	0.03	0.07
25.591	0.76	0.60	-9.80	-0.04	0.06	0.11
25.618	0.93	0.52	-9.74	-0.06	0.02	-0.07
25.649	0.82	0.65	-9.74	0.01	-0.01	0.01
25.675	0.94	0.62	-9.84	-0.09	0.00	0.03
25.703	0.86	0.73	-9.74	0.00	-0.06	0.06
25.730	0.88	0.78	-9.68	-0.04	0.04	-0.10
25.757	0.90	2.32	-10.66	0.03	0.01	-0.06
25.784	0.98	0.99	-9.38	-0.06	0.01	-0.10
25.811	0.87	1.87	-9.65	-0.04	0.04	-0.09
25.838	0.69	-0.16	-10.10	0.08	-0.03	-0.12
25.866	0.04	0.14	-8.88	-0.04	0.02	-0.05
25.892	0.78	1.55	-12.14	-0.12	-0.06	-0.07
25.920	1.78	0.36	-8.94	0.05	0.10	0.06
25.947	0.93	0.55	-8.25	0.05	0.05	-0.05
25.974	0.67	1.71	-10.39	-0.03	0.04	0.06
26.004	0.76	1.04	-9.81	-0.02	0.08	0.05
26.032	1.00	0.55	-9.78	-0.00	0.02	0.06
26.058	1.20	0.73	-9.96	0.03	-0.07	-0.07
26.086	1.08	0.65	-9.97	0.02	0.07	0.02
26.113	0.93	0.78	-9.70	0.02	0.01	0.03
26.140	0.78	0.74	-9.78	0.02	0.03	-0.00
26.167	0.73	0.74	-9.77	-0.06	0.02	0.03
26.194	0.80	0.66	-9.80	0.04	0.01	-0.15
26.221	0.85	0.60	-9.73	-0.03	-0.07	-0.09
26.249	0.88	0.62	-9.75	-0.05	0.06	-0.02
26.275	0.78	0.72	-9.76	-0.00	0.08	-0.01
26.308	0.80	0.73	-9.85	-0.12	0.09	0.07
26.336	0.90	0.66	-9.82	-0.01	0.03	0.11
26.365	1.54	-0.34	-11.17	0.17	0.07	-0.03
26.393	0.96	0.35	-10.14	-0.01	0.04	-0.07
26.420	0.73	-0.86	-10.26	0.00	0.06	0.05
26.447	1.17	0.19	-10.60	-0.03	0.01	-0.05
26.474	0.22	1.47	-10.20	0.15	-0.16	-0.10
26.502	1.56	0.40	-10.43	0.03	0.06	-0.03
26.529	0.78	0.88	-9.99	-0.03	-0.03	-0.03
26.556	0.83	1.10	-9.70	-0.09	-0.03	0.06
26.584	0.96	0.10	-9.65	0.01	-0.03	0.01
26.610	0.81	0.01	-9.83	0.11	0.04	-0.02
26.638	0.85	0.98	-9.39	0.06	-0.05	-0.02
26.664	0.95	1.18	-9.58	0.06	0.07	0.09
26.692	0.62	1.06	-9.74	-0.08	-0.02	-0.03
26.722	0.86	0.91	-9.85	-0.01	0.00	0.10
26.748	0.94	0.94	-9.65	-0.08	0.06	0.10
26.776	0.85	0.75	-9.69	0.06	-0.05	-0.08
26.803	0.88	0.77	-9.82	0.00	-0.00	-0.09
26.830	0.90	0.71	-9.77	0.12	0.07	-0.01
26.857	0.80	0.70	-9.71	-0.06	-0.09	-0.21
26.885	0.85	0.78	-9.81	-0.11	0.01	0.03
26.911	0.88	0.68	-9.82	-0.09	-0.00	0.06
26.939	0.83	0.68	-9.72	-0.05	-0.04	0.11
26.966	0.83	0.75	-9.81	0.03	-0.03	-0.14
26.993	0.88	0.70	-9.77	-0.06	-0.02	0.00
27.020	0.89	0.75	-9.73	0.01	0.00	-0.02
27.047	0.88	0.78	-9.74	0.11	-0.11	-0.03
27.077	0.79	0.69	-9.71	0.01	-0.01	0.07
27.104	0.85	0.73	-9.82	-0.10	0.11	-0.14
27.131	0.93	0.71	-9.67	-0.07	0.04	-0.02
27.158	0.85	0.69	-9.71	-0.09	0.03	0.07
27.186	0.92	0.74	-9.71	-0.01	0.05	0.05
27.212	0.87	0.82	-9.75	0.01	-0.03	0.12
27.240	0.50	-1.01	-10.85	-0.05	0.04	0.07
27.267	0.99	0.18	-9.50	0.06	-0.03	0.06
27.294	0.50	1.06	-9.50	0.06	0.10	-0.01
27.321	0.88	0.52	-9.33	0.13	-0.04	0.08
27.348	0.72	0.06	-9.02	0.02	0.00	-0.08
27.375	1.80	2.14	-8.75	0.06	0.12	0.18
27.403	2.45	0.09	-9.86	-0.04	-0.03	-0.08
27.451	-0.19	1.59	-9.95	0.00	0.01	0.16
27.478	0.68	0.73	-9.83	0.07	-0.03	-0.06
27.505	0.94	0.64	-9.16	0.04	-0.01	-0.07
27.532	1.57	0.29	-9.45	-0.03	-0.04	0.18
27.559	0.76	1.01	-9.68	-0.11	0.01	0.08
27.586	1.09	0.19	-9.72	0.08	-0.01	-0.00
27.614	0.64	0.56	-9.78	-0.06	0.02	-0.01
27.640	0.98	0.75	-9.79	0.06	-0.01	0.07
27.668	0.91	0.85	-9.72	-0.04	-0.00	-0.03
27.695	0.75	0.68	-9.80	-0.10	-0.09	-0.01
27.722	0.76	0.81	-9.73	0.04	0.07	0.03
27.749	-0.06	0.08	-8.32	-0.04	0.14	0.07
27.777	-0.50	1.24	-9.70	-0.08	0.03	0.15
27.806	0.98	1.22	-9.98	-0.04	0.02	0.05
27.834	1.03	0.20	-9.70	0.02	0.11	0.02
27.860	1.06	0.62	-10.18	0.05	0.12	-0.04
27.888	0.77	0.96	-9.62	-0.05	-0.03	0.09
27.915	1.29	1.96	-9.75	0.04	0.04	-0.05
27.942	1.13	0.84	-9.75	-0.05	-0.09	0.06
27.969	0.96	0.79	-9.83	-0.01	-0.06	-0.09
27.997	0.73	0.62	-9.84	0.08	-0.15	-0.09
28.023	0.64	1.37	-10.08	0.05	0.04	0.10
28.051	0.78	0.88	-10.04	-0.03	-0.05	0.01
28.078	1.24	0.50	-9.74	-0.01	-0.11	-0.06
28.105	1.25	0.78	-9.73	0.00	0.03	-0.09
28.132	1.14	0.14	-9.78	-0.06	-0.04	0.13
28.162	1.03	1.15	-9.46	-0.00	0.01	0.13
28.189	0.96	1.54	-10.12	0.03	0.02	0.02
28.216	0.58	0.04	-9.87	0.09	-0.02	-0.01
28.243	0.99	0.68	-9.75	-0.03	-0.05	-0.04
28.270	1.03	0.57	-9.79	-0.13	0.04	-0.03
28.298	1.42	1.44	-9.83	-0.09	0.00	-0.01
28.324	0.39	0.99	-9.98	0.01	-0.05	-0.10
28.352	1.54	-0.52	-9.30	-0.05	-0.01	0.04
28.379	0.86	0.08	-9.69	0.07	0.02	0.06
28.406	0.25	0.59	-9.62	-0.05	0.00	0.00
28.433	1.46	2.21	-12.16	-0.00	-0.12	-0.03
28.461	-0.42	-0.29	-9.73	0.00	-0.11	0.10
28.487	0.37	2.49	-9.82	-0.04	-0.01	-0.12
28.518	0.66	-2.23	-7.67	-0.00	-0.09	-0.04
28.546	-0.31	1.06	-7.98	-0.01	-0.08	0.03
28.573	-0.43	1.69	-10.22	0.06	-0.01	-0.13
28.600	-1.83	2.50	-9.52	0.05	0.19	0.22
28.627	0.04	-0.35	-9.76	-0.06	-0.10	0.11
28.654	0.63	-0.36	-9.19	0.07	0.00	-0.03
28.682	1.27	1.13	-9.73	0.06	-0.02	-0.08
28.708	0.91	0.71	-9.85	0.04	-0.08	-0.14
28.736	0.62	1.07	-9.93	-0.03	0.05	0.07
28.763	0.88	0.34	-9.83	0.07	0.03	0.05
28.790	0.83	0.53	-9.75	0.03	0.00	-0.01
28.817	0.75	0.69	-9.84	-0.00	-0.01	-0.09
28.847	0.82	0.64	-9.81	0.02	0.02	0.00
28.874	-0.21	2.25	-9.81	-0.02	-0.01	0.13
28.901	0.78	0.68	-8.96	-0.03	0.09	0.05
28.929	1.21	-1.06	-9.31	-0.09	0.13	0.08
28.955	1.49	0.30	-10.40	0.04	-0.06	-0.05
28.983	1.30	1.10	-8.38	-0.05	0.22	0.14
29.010	1.70	0.45	-8.66	-0.02	-0.00	0.07
29.037	-0.35	2.28	-11.48	0.03	0.02	0.12
29.065	0.67	-1.16	-9.20	0.10	0.04	0.08
29.091	0.02	-1.59	-9.63	-0.02	0.02	-0.03
29.119	0.76	-1.05	-9.19	-0.02	-0.05	0.04
29.146	0.79	0.68	-9.83	-0.01	-0.03	0.04
29.173	0.83	0.83	-10.16	0.01	0.01	0.08
29.203	1.11	0.96	-9.80	-0.05	0.14	0.22
29.230	0.98	0.88	-9.84	0.05	0.05	0.01
29.257	0.94	0.78	-9.69	-0.02	0.05	0.09
29.284	0.74	0.62	-9.73	0.16	-0.12	-0.14
29.312	0.87	0.78	-9.78	0.03	0.02	-0.07
29.338	0.89	0.68	-9.65	0.01	0.00	-0.12
29.366	0.91	0.75	-9.84	0.04	-0.07	0.04
29.392	0.88	0.66	-9.78	-0.14	0.07	-0.02
29.420	0.91	0.75	-9.76	0.09	0.07	-0.09
29.447	0.85	0.79	-9.75	-0.06	-0.01	-0.06
29.474	0.94	0.75	-9.70	0.03	-0.04	-0.07
29.501	0.91	0.72	-9.74	0.07	-0.03	-0.01
29.529	0.83	0.64	-9.80	-0.03	-0.18	0.06
29.558	0.90	0.70	-9.70	-0.09	0.01	0.08
29.586	0.92	0.66	-9.76	0.03	0.06	-0.07
29.613	0.94	0.82	-9.75	-0.07	-0.06	-0.07
29.658	0.84	0.73	-9.76	0.00	-0.02	-0.12
29.685	0.88	0.70	-9.80	-0.01	0.11	0.06
29.712	0.82	0.72	-9.76	-0.09	0.04	0.09
29.740	0.87	0.79	-9.70	-0.03	-0.05	-0.04
29.766	0.87	0.73	-9.89	0.03	0.11	0.12
29.794	0.88	0.67	-9.70	-0.04	-0.06	-0.02
29.820	0.87	0.76	-9.74	0.01	-0.13	0.03
29.848	0.88	0.78	-9.70	-0.05	0.07	0.06
29.875	0.84	0.65	-9.76	0.05	0.07	-0.07
29.902	0.88	0.76	-9.73	0.03	0.00	0.07
29.932	0.91	0.68	-9.79	0.09	-0.07	0.01
29.959	0.83	0.65	-9.80	-0.08	0.10	0.09
29.986	0.85	0.74	-9.78	0.01	-0.01	0.10
30.013	0.94	0.69	-9.62	0.04	-0.01	0.03
30.041	0.84	0.78	-9.80	-0.03	0.07	-0.06
30.067	0.84	0.73	-9.87	0.00	-0.05	-0.03
30.095	0.89	0.65	-9.76	0.00	0.06	0.01
30.121	0.84	0.70	-9.73	0.03	-0.03	-0.09
30.148	0.87	0.70	-9.75	-0.05	0.03	0.04
30.176	0.86	0.80	-9.75	-0.08	-0.05	0.06
30.202	0.88	0.75	-9.78	0.08	-0.04	-0.04
30.230	0.91	0.68	-9.79	0.00	-0.04	-0.07
30.257	0.80	0.80	-9.74	-0.08	0.12	0.09
30.287	0.87	0.72	-9.74	-0.02	0.01	0.00
30.314	0.84	0.75	-9.70	0.07	-0.04	-0.10
30.342	0.82	0.80	-9.74	0.02	-0.17	-0.10
30.368	0.84	0.71	-9.68	0.06	0.09	-0.10
30.396	0.80	0.73	-9.76	-0.04	0.00	-0.01
30.423	0.85	0.67	-9.73	-0.01	0.14	-0.01
30.450	0.91	0.70	-9.83	-0.00	-0.12	-0.14
30.477	0.91	0.73	-9.83	0.04	-0.03	-0.02
30.504	0.85	0.72	-9.85	0.04	-0.05	-0.06
30.531	0.95	0.73	-9.78	0.06	0.03	-0.01
30.559	0.88	0.73	-9.70	-0.02	-0.13	-0.03
30.585	0.84	0.61	-9.75	0.02	-0.06	-0.11
30.613	0.80	0.74	-9.75	-0.01	-0.09	0.01
30.643	0.88	0.75	-9.74	-0.01	-0.05	0.00
30.669	0.87	0.61	-9.79	0.10	-0.08	0.04
30.703	0.97	0.73	-9.67	-0.08	0.03	-0.08
30.730	0.84	0.79	-9.77	-0.07	0.08	-0.00
30.757	0.93	0.67	-9.80	-0.00	0.09	0.01
30.784	0.80	0.72	-9.76	0.01	0.02	0.06
30.811	0.80	0.80	-9.79	-0.03	0.07	0.01
30.838	0.87	0.71	-9.74	0.06	0.02	0.02
30.865	0.88	0.79	-9.73	-0.04	-0.03	-0.01
30.893	0.85	0.68	-9.79	-0.04	0.00	0.01
30.919	0.93	0.74	-9.78	-0.07	0.14	0.03
30.947	0.83	0.73	-9.78	0.00	0.12	0.07
30.973	0.91	1.18	-9.82	-0.03	-0.02	0.14
31.003	-0.61	0.39	-10.38	0.05	-0.14	0.02
31.031	0.96	0.60	-9.93	0.01	0.04	0.01
31.057	1.31	0.37	-9.91	0.05	0.01	0.00
31.085	1.43	0.37	-9.82	-0.03	0.08	0.15
31.112	0.72	0.27	-9.93	-0.07	0.07	-0.13
31.139	0.29	2.38	-9.93	0.02	0.02	0.01
31.166	-0.01	-0.87	-10.04	0.07	0.01	-0.07
31.194	1.62	0.46	-10.14	0.11	-0.12	-0.04
31.220	1.37	-0.55	-11.36	-0.03	-0.12	0.06
31.248	0.49	0.80	-9.22	-0.04	0.07	0.19
31.276	1.13	-0.45	-12.10	-0.10	0.52	0.52
31.302	3.15	0.16	-12.84	0.13	0.83	0.70
31.330	3.90	1.58	-13.26	0.53	0.84	1.17
31.360	3.17	0.34	-13.60	0.99	0.64	1.46
31.387	2.46	-0.50	-12.12	1.18	0.07	1.72
31.414	1.91	-1.02	-10.98	1.03	0.02	1.74
31.441	2.89	-1.26	-10.16	0.57	0.04	1.44
31.469	2.99	-1.14	-9.62	0.28	0.05	1.18
31.496	3.20	-0.95	-9.66	0.13	0.14	0.73
31.523	2.79	-1.09	-9.64	-0.23	0.17	0.56
31.550	2.54	-0.56	-9.95	-0.52	0.16	0.50
31.578	1.94	-0.37	-9.89	-0.66	0.07	0.47
31.604	1.76	-0.24	-9.83	-0.72	0.16	0.46
31.632	2.51	-0.02	-10.15	-0.87	0.02	0.38
31.660	2.14	0.28	-9.85	-0.79	-0.03	0.29
31.686	2.15	-0.01	-9.38	-0.67	0.09	0.22
31.716	2.76	0.09	-8.70	-0.62	0.13	0.40
31.744	2.66	0.35	-8.80	-0.59	0.13	0.47
31.770	3.14	0.21	-8.94	-0.54	0.32	0.67
31.798	3.10	0.43	-8.24	-0.48	0.20	0.58
31.824	2.58	0.69	-8.05	-0.40	0.24	0.72
31.870	2.44	0.84	-8.31	-0.24	0.33	0.52
31.897	1.97	1.34	-7.84	-0.07	0.13	0.51
31.925	1.59	1.77	-7.87	0.09	0.36	0.64
31.951	1.77	1.72	-7.80	0.41	0.30	0.63
31.979	1.56	1.68	-7.77	0.64	0.36	0.54
32.006	1.36	1.41	-8.53	0.75	0.26	0.57
32.033	1.53	0.88	-8.86	0.72	0.24	0.61
32.060	1.73	-0.04	-9.25	0.76	0.20	0.29
32.090	2.77	-1.57	-9.85	0.43	-0.06	-0.02
32.117	2.42	-1.68	-10.34	0.03	-0.31	-0.08
32.145	1.44	-0.98	-9.99	-0.26	-0.23	-0.16
32.172	0.84	-0.34	-9.42	-0.44	-0.44	-0.39
32.199	0.62	0.34	-8.83	-0.43	-0.37	-0.35
32.227	0.39	1.14	-8.09	-0.29	-0.40	-0.43
32.253	0.20	1.31	-7.67	-0.03	-0.33	-0.27
32.281	0.47	0.57	-8.20	0.02	-0.29	-0.12
32.308	0.79	-0.06	-8.19	0.12	-0.22	-0.11
32.335	0.85	-0.15	-8.40	0.13	-0.00	-0.00
32.362	1.15	-0.41	-8.50	0.04	-0.10	0.11
32.390	1.49	-0.58	-9.04	0.06	-0.03	0.11
32.419	1.57	-0.37	-9.37	0.08	-0.21	-0.12
32.447	1.19	-0.36	-9.66	-0.04	-0.30	-0.06
32.474	1.09	-0.53	-10.06	-0.14	-0.34	0.14
32.501	0.55	-0.27	-9.78	-0.35	-0.39	0.06
32.529	0.59	-0.46	-10.03	-0.14	-0.16	-0.23
32.556	0.84	-0.05	-9.91	-0.14	-0.40	-0.23
32.583	-3.66	-0.95	-3.76	-0.39	-0.37	-0.02
32.611	4.71	-3.77	-9.19	-0.05	0.25	-0.14
32.637	-0.12	2.04	-9.38	-0.13	0.20	-0.09
32.665	1.01	0.77	-9.55	-0.24	-0.04	0.03
32.692	1.16	0.36	-10.46	-0.08	0.13	-0.09
32.719	1.13	0.04	-9.37	0.02	0.20	-0.01
32.746	0.79	-0.44	-9.44	-0.10	0.11	-0.01
32.777	2.49	-1.62	-7.78	-0.69	0.22	-0.31
32.803	1.13	0.98	-9.78	-0.64	0.20	-0.13
32.831	1.18	1.08	-10.30	-0.38	0.11	0.02
32.859	1.90	1.64	-9.45	-0.35	0.07	-0.20
32.885	1.42	1.61	-9.64	-0.27	0.07	-0.33
32.918	1.55	0.42	-9.83	-0.32	0.20	-0.27
32.946	0.79	1.23	-9.97	-0.33	0.03	-0.10
32.972	2.84	1.16	-9.33	-0.26	0.07	-0.13
33.000	2.85	1.62	-9.63	-0.35	-0.03	-0.01
33.027	2.85	2.41	-9.51	-0.39	-0.03	-0.15
33.054	2.38	3.17	-9.46	-0.18	-0.09	-0.10
33.082	1.59	3.41	-9.20	0.07	0.04	-0.22
33.108	1.42	2.94	-9.24	0.23	0.00	-0.19
33.133	1.38	1.93	-9.54	0.43	0.04	-0.17
33.161	1.31	1.41	-9.31	0.28	-0.01	-0.08
33.187	1.20	1.24	-9.37	0.43	0.09	-0.01
33.215	1.11	0.37	-9.55	0.50	0.11	-0.01
33.242	1.80	-0.62	-9.62	0.41	0.14	0.05
33.269	2.12	-1.10	-9.73	0.14	0.06	0.11
33.296	2.53	-0.20	-9.70	-0.19	0.11	0.04
33.324	1.70	1.05	-9.48	-0.33	0.12	-0.16
33.350	1.99	1.30	-9.48	-0.38	0.06	-0.10
33.378	3.00	2.41	-9.50	-0.30	0.16	-0.21
33.405	2.42	2.42	-9.72	-0.25	0.07	-0.07
33.432	2.39	3.14	-9.45	0.09	-0.01	-0.20
33.462	2.38	2.77	-9.56	0.37	0.09	-0.11
33.489	2.66	1.67	-9.49	0.57	0.05	-0.06
33.516	2.30	0.75	-9.29	0.47	0.14	0.08
33.544	2.46	-0.82	-9.30	0.33	0.07	-0.08
33.570	2.56	-0.06	-9.57	0.07	0.02	0.17
33.598	2.50	0.89	-9.60	-0.03	0.05	0.05
33.625	2.31	1.04	-9.71	0.11	-0.01	0.08
33.652	2.29	0.47	-9.52	-0.02	0.14	-0.08
33.679	2.14	0.25	-9.55	-0.12	-0.06	-0.13
33.707	2.23	0.34	-9.49	-0.14	0.06	-0.13
33.733	2.31	0.52	-9.36	-0.22	0.04	0.03
33.761	2.15	0.89	-9.34	-0.20	-0.01	-0.02
33.787	2.28	0.54	-10.14	-0.17	-0.08	-0.24
33.818	2.26	0.85	-9.39	-0.19	-0.05	-0.08
33.845	2.17	1.59	-9.62	-0.28	-0.07	-0.05
33.872	2.24	2.15	-9.50	-0.15	-0.06	-0.05
33.900	2.33	1.83	-9.42	-0.07	0.03	-0.19
33.927	2.49	1.79	-9.53	-0.08	0.09	-0.02
33.954	2.28	2.10	-9.65	0.02	0.01	-0.02
33.981	2.10	1.86	-9.43	0.14	0.01	0.01
34.009	2.26	1.22	-9.37	0.15	0.02	0.04
34.035	2.10	1.15	-9.45	0.17	-0.07	0.01
34.080	2.20	0.82	-9.42	0.04	-0.01	-0.03
34.108	2.48	0.94	-9.57	-0.07	-0.00	-0.00
34.135	2.26	1.29	-9.54	0.06	0.02	-0.09
34.162	2.08	1.10	-10.24	0.05	0.00	0.02
34.192	2.44	0.59	-9.69	-0.09	-0.03	0.02
34.220	2.38	1.11	-9.60	-0.15	-0.03	0.17
34.246	2.01	1.90	-9.52	-0.11	-0.06	-0.04
34.274	2.21	1.89	-9.41	0.11	0.00	0.06
34.300	2.17	1.39	-9.37	0.08	0.00	0.01
34.328	2.06	0.90	-9.40	-0.02	-0.02	-0.00
34.355	2.32	0.65	-9.73	0.06	-0.06	0.09
34.382	2.42	0.75	-9.67	0.02	0.05	-0.03
34.409	2.23	0.98	-9.66	-0.10	0.06	0.11
34.437	2.52	0.90	-9.53	-0.12	-0.09	-0.05
34.463	2.37	1.03	-9.59	-0.20	-0.03	-0.02
34.491	2.23	1.29	-9.43	-0.26	0.12	0.15
34.518	2.10	1.29	-9.56	-0.19	0.09	0.07
34.548	2.10	1.59	-9.49	-0.16	-0.13	-0.10
34.575	2.10	1.72	-9.47	-0.12	-0.19	-0.05
34.603	2.23	1.62	-9.38	-0.11	-0.12	0.05
34.629	2.05	2.03	-9.47	-0.09	-0.17	0.12
34.657	1.46	1.67	-9.65	-0.18	0.02	-0.07
34.683	2.21	1.40	-9.29	-0.06	-0.03	0.04
34.711	1.93	2.10	-9.25	-0.02	0.00	0.11
34.738	1.97	1.88	-9.49	0.02	-0.05	0.10
34.765	1.95	1.77	-9.70	0.06	-0.09	-0.03
34.792	2.05	1.01	-9.30	0.05	0.09	0.07
34.820	1.86	0.98	-9.40	-0.07	-0.02	0.00
34.846	2.09	1.85	-9.51	-0.04	0.05	-0.01
34.874	2.05	2.07	-9.17	-0.07	-0.07	-0.01
34.904	2.61	1.57	-9.52	0.00	0.00	-0.00
34.931	1.98	1.63	-9.63	-0.02	-0.01	0.11
34.958	2.01	1.37	-9.42	0.08	-0.07	0.04
34.985	2.03	1.32	-9.48	-0.06	-0.00	0.04
35.012	2.21	1.42	-9.60	0.01	-0.08	0.08
35.039	2.08	1.21	-9.60	0.00	0.00	-0.05
35.066	2.01	1.68	-9.57	-0.12	0.02	-0.00
35.093	2.12	1.64	-9.47	0.01	-0.11	-0.06
35.121	2.03	1.69	-9.47	0.04	-0.03	-0.10
35.148	2.03	1.44	-9.46	0.10	-0.00	-0.02
35.175	2.03	1.42	-9.43	-0.00	-0.02	-0.00
35.203	2.21	1.46	-9.41	0.07	0.03	-0.02
35.229	1.99	1.45	-9.57	-0.03	-0.00	-0.12
35.260	2.06	1.26	-9.47	-0.06	-0.04	0.19
35.287	2.19	1.49	-9.49	-0.04	0.08	-0.05
35.314	1.87	1.79	-9.29	-0.03	-0.01	0.04
35.347	1.78	1.36	-9.29	-0.08	0.10	-0.01
35.374	2.07	1.78	-9.54	-0.10	-0.01	-0.10
35.401	2.77	2.64	-9.53	0.10	0.03	0.02
35.428	2.10	1.80	-9.65	0.14	-0.10	0.06
35.456	2.10	1.03	-9.40	0.07	0.05	0.02
35.482	1.87	1.00	-9.38	-0.04	0.04	-0.04
35.510	1.90	1.10	-9.24	-0.08	0.12	0.07
35.536	1.90	1.82	-9.75	-0.08	-0.10	-0.00
35.564	2.10	2.18	-9.64	-0.07	0.11	-0.10
35.591	2.05	1.88	-9.68	-0.04	0.10	-0.04
35.621	1.89	1.88	-9.64	0.07	-0.17	-0.01
35.648	1.51	2.10	-9.37	0.01	0.12	0.01
35.676	1.83	2.79	-8.85	0.10	0.06	-0.04
35.702	1.86	0.85	-9.68	0.14	-0.01	-0.02
35.730	2.17	1.34	-9.64	0.13	-0.09	-0.09
35.757	2.11	0.80	-9.75	0.10	0.13	-0.13
35.784	2.29	0.40	-9.54	0.02	-0.04	0.01
35.811	2.37	0.65	-9.47	-0.12	-0.02	0.00
35.838	1.03	1.67	-10.19	-0.24	0.03	0.07
35.865	2.41	2.56	-9.20	-0.19	-0.01	0.06
35.893	2.19	2.46	-9.38	-0.06	-0.03	0.01
35.919	2.00	2.12	-9.55	-0.01	-0.12	-0.09
35.947	2.06	2.07	-9.46	-0.05	-0.02	-0.04
35.977	1.89	1.09	-9.30	0.01	0.02	-0.06
36.004	2.39	1.64	-9.50	-0.02	0.03	-0.04
36.031	2.19	1.30	-9.50	0.03	-0.12	-0.09
36.059	2.10	1.59	-9.45	-0.02	-0.12	0.08
36.085	1.79	1.51	-9.30	-0.14	-0.13	-0.14
36.113	2.36	-1.01	-9.24	-0.05	0.00	-0.08
36.140	2.17	1.63	-9.22	-0.16	-0.07	-0.06
36.167	1.83	2.84	-9.47	-0.04	-0.08	0.07
36.194	1.36	3.00	-9.77	0.00	-0.07	-0.07
36.221	2.00	1.57	-9.50	0.07	-0.05	0.03
36.248	1.70	0.91	-9.42	0.06	0.07	0.03
36.276	2.15	0.96	-9.42	0.06	-0.07	0.01
36.302	2.19	1.58	-9.44	-0.05	-0.04	0.07
36.328	2.18	2.00	-9.50	-0.11	0.04	0.07
36.355	2.24	1.60	-9.56	0.00	-0.03	-0.19
36.382	2.18	1.26	-9.52	0.02	-0.01	0.03
36.409	2.18	1.50	-9.47	0.01	0.04	0.01
36.435	2.05	1.75	-9.43	-0.11	-0.15	0.03
36.463	2.05	1.69	-9.42	-0.11	-0.11	0.01
36.491	1.87	2.18	-9.45	-0.01	-0.03	-0.09
36.517	1.84	2.33	-9.32	-0.02	-0.03	0.07
36.545	1.71	1.80	-9.48	0.02	-0.01	-0.08
36.572	1.79	1.55	-9.56	0.03	-0.03	0.13
36.599	1.76	1.82	-9.28	0.00	0.09	-0.01
36.626	1.73	1.95	-9.33	0.06	0.05	-0.01
36.656	1.89	1.62	-9.42	0.07	0.07	0.05
36.683	2.20	1.08	-9.62	0.06	-0.08	-0.16
36.710	2.33	1.26	-9.58	-0.11	-0.06	0.04
36.738	2.59	1.89	-9.24	-0.16	-0.02	0.00
36.764	2.33	2.24	-9.32	-0.15	-0.07	-0.04
36.792	2.10	1.87	-9.45	-0.13	-0.06	-0.06
36.819	2.21	1.98	-9.50	-0.11	0.02	-0.12
36.846	2.03	2.28	-9.45	0.01	-0.12	-0.01
36.874	1.87	2.35	-9.34	0.01	-0.06	0.03
36.900	1.76	2.61	-9.52	0.11	-0.06	0.01
36.928	1.70	1.82	-9.29	0.12	-0.01	-0.03
36.955	1.87	1.65	-9.50	0.21	0.01	-0.08
36.982	1.87	1.51	-9.65	0.11	0.05	0.11
37.012	1.94	1.64	-9.51	0.05	-0.02	-0.03
37.040	2.08	1.32	-9.50	0.09	-0.05	0.01
37.066	2.15	1.52	-9.42	0.14	0.09	-0.09
37.093	2.10	1.60	-9.45	0.01	0.00	0.02
37.121	1.84	2.12	-9.45	0.01	-0.10	-0.04
37.147	2.02	2.18	-9.42	0.03	-0.08	-0.02
37.175	2.36	1.57	-9.50	0.15	0.10	-0.01
37.201	1.99	1.54	-9.53	-0.03	0.00	0.04
37.229	1.94	1.64	-9.52	-0.00	0.14	0.11
37.256	2.10	2.00	-9.46	0.24	-0.12	-0.15
37.283	1.96	1.71	-9.57	0.10	0.00	0.01
37.310	1.98	1.10	-9.56	0.14	-0.08	-0.04
37.338	1.93	1.09	-9.54	-0.01	-0.06	0.01
37.367	1.99	1.65	-9.44	-0.06	-0.01	-0.11
37.395	1.88	1.31	-9.42	-0.10	-0.01	0.00
37.423	2.64	0.97	-9.31	-0.09	0.11	0.05
37.449	2.19	1.48	-9.60	-0.21	0.01	0.11
37.477	1.95	1.99	-9.57	-0.17	-0.07	-0.11
37.504	1.84	2.43	-9.46	0.01	0.12	-0.04
37.531	2.15	2.28	-9.46	0.02	0.10	-0.02
37.558	2.13	2.10	-9.58	0.09	0.07	0.06
37.603	1.99	1.12	-9.35	0.01	0.02	-0.04
37.630	2.02	1.19	-9.51	0.02	0.11	-0.02
37.657	2.07	1.57	-9.47	-0.02	0.01	-0.05
37.685	2.13	1.60	-9.50	0.01	0.08	-0.15
37.711	1.98	1.93	-9.37	-0.12	0.03	0.04
37.742	2.11	1.85	-9.54	-0.02	-0.07	-0.23
37.769	2.09	1.99	-9.59	-0.07	0.04	0.04
37.796	1.96	1.88	-9.50	-0.03	0.02	-0.10
37.823	1.93	1.87	-9.47	-0.00	0.00	-0.06
37.851	1.81	1.61	-9.37	-0.07	0.03	-0.02
37.877	1.46	1.81	-9.60	-0.04	0.12	0.14
37.905	1.98	1.69	-9.42	-0.02	-0.03	0.08
37.932	2.17	1.82	-9.50	0.00	0.07	-0.06
37.959	1.80	1.64	-9.45	-0.04	-0.01	0.03
37.986	1.96	1.31	-9.56	0.00	-0.01	-0.10
38.013	1.89	1.70	-9.44	0.03	-0.01	-0.09
