Time 	 AccX 	 AccY 	 AccZ 	 GyroX 	 GyroY 	 GyroZ
37.743	-1.93	-1.95	-7.99	-0.15	-0.07	-0.12
37.771	6.62	-3.51	-9.92	0.12	-0.03	-0.17
37.798	-0.04	-1.52	-11.10	-0.13	0.13	0.00
37.828	-0.19	3.26	-8.22	0.05	0.15	0.03
37.856	1.14	-3.61	-11.98	-0.06	0.22	-0.13
37.882	-2.44	-1.25	-9.60	0.26	-0.15	0.06
37.910	2.55	1.21	-9.54	-0.02	0.10	0.10
37.937	3.25	2.63	-7.52	0.06	-0.03	0.32
37.964	3.60	-3.04	-9.53	-0.34	0.02	0.29
37.992	0.40	1.29	-10.39	0.02	-0.12	0.11
38.019	3.81	1.94	-12.48	-0.07	0.05	0.16
38.046	1.26	1.66	-5.84	0.12	-0.04	0.01
38.073	12.13	0.81	-11.16	-0.04	0.32	0.06
38.100	3.84	-6.20	-4.97	0.02	0.11	-0.04
38.127	1.90	-2.53	-10.21	-0.13	-0.04	-0.03
38.155	2.97	5.19	-9.27	0.02	-0.22	-0.14
38.185	3.80	-1.24	-9.37	0.16	0.01	-0.03
38.212	1.71	-2.41	-11.71	-0.22	0.01	0.06
38.240	0.34	-1.77	-10.03	-0.11	0.04	-0.08
38.266	4.03	-4.27	-10.03	0.09	-0.05	0.02
38.294	3.79	2.55	-9.89	-0.04	0.04	-0.06
38.322	1.12	2.56	-10.39	-0.04	-0.04	-0.03
38.348	-0.05	0.06	-9.19	-0.11	0.12	-0.03
38.376	1.75	0.11	-9.93	-0.07	-0.11	0.12
38.403	2.89	-1.11	-11.54	0.00	-0.09	0.10
38.430	1.86	-1.20	-11.31	0.07	0.10	0.04
38.458	0.89	0.09	-10.11	-0.04	-0.11	-0.01
38.484	1.20	-0.87	-10.00	0.09	-0.04	0.13
38.515	0.14	-0.01	-9.55	0.01	-0.06	0.26
38.542	1.42	1.82	-11.12	-0.03	0.04	-0.00
38.569	-1.21	1.72	-6.80	0.11	0.03	0.14
38.596	2.08	1.10	-11.00	-0.05	-0.07	-0.14
38.624	3.53	-1.10	-10.13	-0.03	0.04	-0.05
38.651	8.31	5.55	-7.93	0.09	0.02	0.04
38.678	3.15	-2.47	-13.14	0.05	0.01	-0.12
38.706	6.40	1.90	-10.24	0.31	-0.12	0.14
38.732	5.50	0.99	-8.94	0.14	-0.03	0.13
38.760	6.06	0.55	-9.04	0.07	-0.00	0.02
38.787	5.94	0.63	-9.08	0.03	0.00	0.22
38.814	5.95	0.57	-9.34	-0.04	-0.03	0.07
38.841	5.67	0.50	-9.42	0.07	-0.08	0.14
38.872	0.27	1.22	-9.55	0.02	-0.12	0.04
38.898	1.44	0.83	-10.25	-0.10	-0.04	0.13
38.926	0.53	0.70	-9.55	-0.02	-0.01	0.00
38.952	0.01	0.45	-10.01	0.05	-0.06	0.02
38.980	0.36	0.98	-9.80	-0.12	-0.04	0.06
39.007	0.60	0.49	-9.88	0.08	-0.06	-0.03
39.034	0.52	0.69	-9.84	-0.00	0.02	0.13
39.061	0.68	0.67	-9.74	0.10	-0.05	-0.02
39.094	0.78	0.70	-9.78	-0.04	0.04	0.07
39.121	0.83	0.65	-9.70	-0.02	0.06	0.05
39.148	0.95	0.51	-9.79	0.03	0.01	-0.01
39.176	1.00	0.55	-9.68	-0.05	0.08	0.12
39.202	1.01	0.60	-9.83	0.04	0.03	-0.10
39.233	1.11	0.54	-9.79	0.01	0.06	0.08
39.260	1.09	0.57	-9.79	0.01	-0.03	0.03
39.286	1.11	0.53	-9.69	0.09	0.04	0.11
39.314	1.11	0.72	-9.78	0.05	-0.02	0.02
39.341	1.05	0.58	-9.78	-0.08	-0.03	0.02
39.368	1.14	0.62	-9.74	0.07	-0.07	0.01
39.395	1.06	0.69	-9.73	0.05	-0.12	-0.05
39.422	1.03	0.49	-9.75	-0.02	0.02	-0.05
39.449	1.01	0.65	-9.75	-0.05	-0.06	0.04
39.477	0.98	0.65	-9.86	0.04	-0.03	-0.10
39.503	0.91	0.60	-9.78	-0.04	0.05	0.24
39.531	0.91	0.57	-9.81	0.03	0.02	-0.09
39.558	1.03	0.55	-9.75	-0.00	-0.03	0.00
39.588	0.90	0.64	-9.78	-0.04	-0.03	0.01
39.615	1.05	0.51	-9.73	-0.03	-0.06	-0.08
39.643	0.99	0.59	-9.82	0.02	-0.00	-0.15
39.669	0.97	0.52	-9.78	0.05	-0.08	0.03
39.697	0.96	0.62	-9.70	-0.00	-0.07	0.05
39.724	1.02	0.62	-9.78	-0.08	-0.04	-0.11
39.751	0.96	0.55	-9.73	0.04	-0.11	0.03
39.778	1.02	0.57	-9.85	-0.07	0.17	0.03
39.805	0.95	0.59	-9.68	0.04	0.02	-0.02
39.832	1.00	0.67	-9.80	-0.01	-0.06	-0.07
39.860	0.98	0.56	-9.82	0.03	-0.07	0.03
39.886	0.96	0.54	-9.72	-0.12	0.12	0.01
39.914	0.97	0.59	-9.80	0.07	0.07	-0.10
39.944	0.91	0.57	-9.77	0.02	-0.05	-0.16
39.970	1.04	0.64	-9.76	-0.01	-0.01	-0.07
39.998	0.97	0.64	-9.81	0.01	-0.03	-0.04
40.025	1.01	0.60	-9.75	0.00	0.01	-0.07
40.052	1.01	0.60	-9.66	0.05	-0.08	0.08
40.079	1.05	0.62	-9.78	0.01	0.08	0.06
40.107	0.94	0.59	-9.88	0.01	0.07	0.07
40.133	1.00	0.59	-9.78	0.01	0.07	0.13
40.161	1.05	0.62	-9.85	-0.01	-0.07	-0.05
40.187	0.91	0.57	-9.78	-0.02	0.03	0.09
40.215	0.98	0.60	-9.85	-0.00	-0.01	-0.03
40.242	1.06	0.60	-9.75	0.11	0.05	-0.01
40.269	0.98	0.66	-9.78	-0.05	-0.20	-0.03
40.299	1.01	0.59	-9.77	0.08	0.11	-0.06
40.326	1.03	0.58	-9.67	0.07	-0.06	-0.09
40.353	1.02	0.57	-9.75	0.04	0.08	-0.10
40.380	1.01	0.57	-9.80	-0.02	0.02	-0.02
40.408	1.00	0.62	-9.75	0.04	-0.00	-0.03
40.434	0.99	0.61	-9.84	0.09	0.07	-0.13
40.462	0.99	0.56	-9.70	0.02	0.04	-0.02
40.488	0.96	0.55	-9.83	-0.07	0.05	0.05
40.516	1.02	0.68	-9.77	0.07	-0.05	0.00
40.543	0.88	0.64	-9.80	-0.05	-0.09	0.04
40.570	0.96	0.65	-9.70	0.03	-0.08	-0.03
40.597	1.01	0.55	-9.76	0.02	0.02	0.06
40.625	1.02	0.62	-9.76	-0.05	0.03	0.04
40.654	0.98	0.71	-9.75	0.01	0.00	-0.02
40.681	0.52	1.15	-9.59	0.01	-0.01	0.18
40.709	0.37	0.30	-8.96	-0.06	0.05	0.00
40.735	-1.43	-0.80	-9.70	0.07	-0.28	-0.06
40.763	-3.34	2.61	-12.27	0.01	-0.03	-0.03
40.791	-2.89	-1.26	-8.28	-0.07	-0.10	0.09
40.817	-5.60	0.46	-9.68	0.03	-0.14	-0.06
40.845	-2.82	-0.34	-10.86	-0.08	0.09	0.01
40.871	-1.40	3.00	-11.13	0.02	-0.06	0.15
40.899	-2.16	1.54	-8.76	-0.05	0.03	0.08
40.927	1.86	-0.80	-12.07	-0.10	0.01	0.09
40.953	-0.29	-0.29	-9.10	-0.03	-0.06	0.05
40.984	-0.06	1.99	-8.34	0.01	-0.15	0.02
41.011	-2.39	1.72	-9.34	0.06	-0.05	-0.13
41.038	-2.16	4.27	-9.57	-0.04	0.11	-0.06
41.065	-1.12	1.70	-8.78	-0.11	-0.02	-0.00
41.093	-0.32	0.52	-10.89	-0.14	-0.14	-0.11
41.120	3.12	3.37	-7.40	-0.06	0.20	-0.02
41.147	3.14	0.65	-8.95	-0.00	0.03	0.12
41.175	-2.15	-1.47	-7.78	0.15	0.13	-0.02
41.201	3.77	2.62	-10.62	0.03	0.06	0.10
41.229	0.83	3.20	-9.47	-0.04	-0.10	0.08
41.255	1.60	-0.09	-9.91	0.21	-0.12	0.09
41.299	2.97	-1.56	-9.50	-0.07	-0.18	0.13
41.326	1.23	-2.00	-8.02	-0.06	0.00	0.13
41.357	1.49	2.34	-9.82	0.02	-0.13	-0.07
41.383	-1.52	0.24	-8.10	-0.01	0.03	-0.17
41.411	1.29	-0.62	-9.47	-0.02	0.01	-0.26
41.438	2.11	0.91	-9.85	-0.04	-0.02	-0.40
41.465	1.06	1.26	-7.96	0.09	-0.09	-0.34
41.493	0.55	-1.49	-11.63	0.07	0.02	-0.46
41.520	-1.81	0.89	-8.41	0.05	0.13	-0.30
41.547	8.63	2.16	-8.66	-0.06	-0.10	-0.21
41.574	8.69	-1.03	-10.54	0.13	0.19	-0.21
41.602	6.17	2.80	-9.11	-0.07	0.12	-0.30
41.629	4.63	0.65	-9.77	-0.03	-0.07	-0.09
41.656	-0.04	2.28	-9.60	0.04	0.08	0.07
41.683	1.52	0.62	-10.15	-0.05	-0.03	-0.11
41.713	1.79	1.08	-9.63	-0.06	0.11	0.01
41.741	1.35	0.94	-9.35	0.10	-0.05	-0.11
41.767	1.85	1.59	-9.11	0.13	0.04	0.04
41.795	0.94	0.72	-9.43	-0.06	-0.01	-0.02
41.822	1.16	-0.32	-10.52	0.06	-0.01	0.01
41.849	1.70	1.25	-8.35	-0.06	-0.07	0.06
41.876	-6.41	0.23	-9.86	-0.01	-0.26	-0.14
41.904	-3.31	4.55	-6.83	-0.19	0.02	0.05
41.931	-0.52	-1.36	-9.85	0.14	-0.32	-0.00
41.958	-7.97	-0.34	-7.90	0.16	-0.14	-0.02
41.986	-7.94	1.78	-11.85	0.21	-0.12	0.19
42.013	-5.55	3.73	-8.46	-0.30	0.03	0.04
42.043	-2.49	-1.55	-8.56	0.15	-0.01	-0.23
42.071	-2.03	-0.21	-11.44	0.06	-0.12	-0.16
42.097	-3.12	-0.65	-8.42	-0.05	0.07	-0.01
42.125	-5.00	-2.96	-8.17	-0.03	0.13	-0.07
42.152	2.69	3.45	-9.85	0.13	-0.14	-0.09
42.179	1.13	-3.93	-9.22	-0.05	0.19	0.01
42.207	-0.45	-1.57	-8.04	-0.03	-0.03	-0.12
42.233	2.60	4.27	-9.90	0.35	0.09	0.01
42.261	-3.01	3.11	-9.91	-0.05	0.12	-0.16
42.289	4.86	2.54	-11.86	0.18	0.14	0.03
42.315	0.75	-2.97	-7.95	0.00	-0.26	-0.01
42.343	2.96	0.78	-10.52	0.08	-0.14	0.11
42.370	5.45	0.21	-11.72	-0.26	-0.07	0.03
42.400	1.67	-3.59	-7.96	0.20	0.03	-0.08
42.427	4.56	3.00	-8.02	0.06	-0.08	-0.33
42.455	1.41	2.04	-9.91	0.07	0.10	0.10
42.481	4.70	-3.66	-9.80	-0.17	0.20	-0.03
42.509	-1.66	-0.30	-10.37	0.12	-0.02	-0.03
42.536	1.94	2.46	-11.18	0.03	-0.03	-0.07
42.563	4.72	0.32	-9.47	-0.10	-0.05	0.14
42.591	-1.90	-0.69	-12.20	-0.01	0.14	0.17
42.618	-3.25	1.46	-12.28	0.09	-0.21	0.16
42.645	5.17	1.96	-8.97	-0.14	0.12	0.05
42.673	1.53	3.62	-9.42	-0.18	-0.05	0.09
42.699	-2.05	-3.12	-12.81	-0.01	0.25	0.01
42.730	-2.28	3.35	-7.36	0.02	0.04	-0.02
42.757	2.30	2.10	-12.20	-0.10	0.08	-0.09
42.784	2.86	3.99	-8.42	-0.10	-0.03	-0.30
42.812	-0.37	-2.42	-9.76	0.01	0.09	-0.27
42.839	-0.98	0.19	-11.81	0.22	-0.23	-0.08
42.866	2.85	1.63	-15.78	-0.00	0.16	-0.06
42.894	-0.12	-0.48	-8.38	-0.13	-0.06	-0.07
42.920	-0.73	-4.06	-8.65	-0.13	0.02	0.25
42.948	3.40	1.95	-9.73	0.14	-0.31	-0.01
42.975	2.89	-0.37	-9.61	0.07	0.18	-0.05
43.002	0.30	-4.31	-9.93	0.11	-0.05	0.03
43.029	2.56	2.44	-8.67	0.03	-0.03	0.00
43.057	0.14	3.69	-7.79	0.09	0.09	-0.10
43.086	-1.75	-1.81	-9.29	0.07	0.16	-0.02
43.114	-3.40	-2.37	-10.86	0.01	-0.02	0.05
43.142	0.62	-1.70	-8.53	-0.05	-0.02	0.09
43.168	-2.03	4.46	-12.81	-0.12	0.12	0.20
43.196	1.82	1.80	-8.96	0.13	0.15	-0.10
43.223	0.22	1.67	-7.42	-0.01	-0.05	0.06
43.250	0.52	1.75	-9.27	0.09	0.02	-0.13
43.277	0.70	2.46	-10.03	-0.23	-0.05	0.02
43.304	1.42	1.29	-8.15	-0.05	0.10	0.04
43.332	5.57	1.37	-11.11	-0.04	-0.19	0.16
43.359	2.46	1.31	-8.41	-0.04	-0.01	0.04
43.386	2.62	-4.20	-7.10	-0.05	0.01	-0.02
43.419	1.09	-0.34	-9.60	0.13	0.07	0.20
43.449	1.17	-0.27	-9.62	-0.04	-0.04	0.02
43.476	1.40	4.76	-8.97	0.05	-0.07	0.18
43.503	8.09	-1.48	-9.83	-0.02	0.15	0.05
43.531	-1.40	5.67	-7.18	0.00	0.09	0.03
43.557	2.01	2.04	-14.48	0.04	-0.19	0.15
43.585	-0.11	2.66	-8.00	-0.19	-0.04	0.13
43.612	-0.74	2.61	-10.10	0.12	0.02	0.26
43.639	3.43	3.35	-7.63	0.01	0.01	0.35
43.666	3.57	3.30	-11.59	0.16	0.13	0.22
43.694	-2.21	2.45	-7.13	-0.26	-0.09	-0.07
43.721	4.30	-2.89	-11.76	0.12	0.04	0.02
43.748	6.12	1.68	-11.74	-0.26	-0.01	-0.04
43.779	0.46	2.18	-6.41	-0.09	0.04	-0.23
43.805	3.35	0.05	-11.41	-0.10	-0.04	-0.23
43.833	1.20	-0.25	-9.18	0.04	0.01	-0.28
43.859	1.31	3.05	-9.06	0.16	-0.04	-0.22
43.887	4.26	-0.31	-13.18	0.06	0.10	-0.21
43.914	1.13	3.63	-9.40	-0.04	0.16	-0.20
43.941	0.68	-3.68	-11.56	-0.03	0.07	-0.24
43.969	0.29	-3.11	-9.80	0.04	-0.14	0.20
43.996	-1.54	4.29	-7.98	-0.01	-0.13	0.09
44.023	-1.10	-1.71	-11.15	-0.13	0.03	0.12
44.050	-3.89	8.26	-9.83	0.21	-0.08	0.12
44.078	-2.03	0.61	-11.70	-0.05	-0.06	0.02
44.105	-1.24	-5.39	-7.00	0.11	-0.20	-0.15
44.135	-2.54	-2.10	-11.10	0.04	0.04	-0.05
44.163	-5.06	6.51	-9.70	0.14	-0.19	-0.04
44.189	2.36	-3.38	-11.27	0.16	-0.11	-0.13
44.217	2.54	1.34	-8.43	-0.12	-0.07	0.03
44.244	-0.93	-4.97	-8.11	-0.20	0.03	0.06
44.271	-1.95	3.81	-6.99	-0.02	0.12	-0.23
44.299	5.84	-3.06	-9.86	0.00	-0.09	-0.06
44.325	0.10	8.02	-8.53	0.02	0.07	-0.18
44.353	14.04	4.47	-5.78	0.01	-0.07	-0.39
44.380	5.27	-1.12	-10.40	0.27	-0.12	-0.18
44.407	6.51	3.80	-11.74	-0.10	0.10	0.06
44.435	1.37	-1.99	-9.42	-0.09	-0.04	0.02
44.462	3.95	1.95	-10.77	0.16	-0.27	0.10
44.487	2.88	-4.04	-10.24	-0.00	-0.08	0.12
44.514	0.98	-3.20	-9.63	-0.01	-0.03	0.20
44.541	4.29	-1.59	-9.68	0.06	0.28	0.17
44.568	1.34	-1.79	-10.12	0.07	-0.12	0.14
44.596	1.04	1.37	-10.44	0.03	0.26	0.19
44.623	0.49	4.05	-8.70	0.08	0.16	-0.02
44.650	-0.42	-0.95	-12.24	-0.13	0.12	-0.06
44.678	-2.53	4.50	-10.37	0.09	-0.06	-0.26
44.704	0.45	-0.01	-11.90	0.07	0.14	-0.03
44.732	-5.59	-4.55	-9.00	-0.07	-0.11	0.01
44.760	-10.61	0.47	-12.74	-0.03	-0.01	-0.08
44.786	-5.60	5.18	-15.11	-0.05	0.01	-0.18
44.817	0.54	0.89	-12.27	0.07	0.03	0.00
44.844	-4.35	-1.85	-9.94	0.14	-0.19	0.13
44.871	1.92	3.58	-11.55	0.02	0.06	0.25
44.899	-1.24	4.22	-8.07	0.26	0.05	-0.07
44.925	3.71	6.27	-8.66	0.09	0.12	0.00
44.953	1.18	-0.64	-11.56	0.02	0.01	0.10
44.980	9.06	3.11	-8.40	0.12	-0.03	-0.09
45.007	4.64	-1.88	-7.56	-0.18	0.07	-0.03
45.034	9.64	0.98	-9.49	0.04	0.02	-0.13
45.062	6.22	4.93	-6.95	0.12	0.12	-0.02
45.088	3.10	-0.68	-9.48	-0.15	-0.08	-0.09
45.116	2.88	-1.76	-10.91	0.01	0.17	0.01
45.143	3.24	1.46	-10.75	-0.05	0.17	0.25
45.173	5.57	-0.07	-9.62	0.08	-0.13	0.02
45.200	6.66	-0.13	-10.03	0.02	-0.10	0.03
45.228	7.15	1.72	-9.06	0.01	-0.02	0.03
45.254	6.34	0.68	-10.24	0.03	-0.26	-0.05
45.282	1.11	0.46	-9.22	-0.07	0.28	0.01
45.309	-5.84	-6.21	-10.46	-0.14	-0.14	-0.07
45.336	-5.97	-1.00	-15.21	-0.15	0.02	-0.09
45.364	-8.47	0.53	-12.04	0.10	-0.12	0.20
45.391	-2.86	0.93	-6.92	-0.35	0.28	0.24
45.418	-0.75	3.28	-13.58	-0.01	-0.08	0.18
45.446	-0.40	-0.39	-10.44	-0.13	-0.07	0.07
45.473	-9.88	0.78	-8.90	0.31	0.06	0.04
45.503	-5.59	2.41	-11.83	-0.23	0.14	-0.01
45.531	-5.27	-0.57	-8.46	-0.10	0.13	-0.04
45.557	3.90	2.09	-11.56	0.16	-0.04	0.06
45.585	3.99	-0.72	-10.72	0.02	0.04	-0.00
45.629	2.32	1.39	-9.45	-0.10	0.19	0.04
45.656	10.72	4.45	-7.94	-0.02	0.27	-0.18
45.683	4.79	1.26	-8.86	0.05	-0.07	0.12
45.710	4.70	0.36	-9.80	0.14	0.00	0.04
45.737	-0.01	0.04	-10.78	0.05	0.07	0.03
45.764	2.33	0.42	-9.45	-0.05	0.03	-0.05
45.792	0.67	0.51	-8.30	0.07	0.00	0.06
45.818	2.37	2.25	-11.38	-0.06	-0.07	-0.08
45.846	-2.89	8.71	-10.18	0.15	-0.01	0.26
45.884	-6.18	5.93	-4.35	-0.12	-0.01	0.03
45.912	-3.82	-2.41	-6.60	0.03	0.22	0.13
45.938	-8.01	1.77	-10.44	0.01	0.10	0.12
45.966	-2.00	-1.31	-13.35	-0.17	-0.05	0.13
45.993	0.42	3.38	-9.54	0.27	0.01	0.11
46.020	-2.40	-3.43	-11.84	-0.20	0.09	-0.02
46.048	0.75	1.67	-9.75	-0.02	0.06	0.15
46.074	3.01	0.77	-9.23	-0.06	-0.06	-0.00
46.102	-0.21	-1.72	-9.40	-0.02	0.27	0.09
46.129	5.18	0.24	-9.36	0.07	0.04	-0.15
46.156	7.59	0.79	-9.37	0.11	0.08	-0.16
46.183	6.78	0.09	-7.87	-0.01	-0.06	0.05
46.211	2.35	-1.46	-8.94	-0.07	-0.03	-0.05
46.240	5.83	0.11	-9.77	0.03	0.09	0.06
46.268	7.18	1.68	-9.67	0.06	-0.17	-0.04
46.295	6.35	-1.66	-11.81	-0.05	0.16	0.11
46.322	-0.57	1.14	-9.15	0.02	-0.11	0.01
46.350	2.47	-0.05	-11.20	0.01	0.04	0.06
46.376	-7.10	-2.15	-6.11	0.02	-0.09	0.13
46.404	-0.75	4.12	-11.92	-0.02	0.03	0.07
46.431	-5.89	-1.39	-7.78	0.08	-0.01	-0.07
46.458	-1.99	-1.42	-10.72	0.02	0.00	0.02
46.486	-2.30	6.00	-10.75	0.01	0.10	0.14
46.513	-2.46	4.09	-9.45	-0.20	-0.13	0.07
46.540	-5.37	0.93	-11.70	0.26	-0.20	0.06
46.570	-3.58	3.93	-9.96	0.04	-0.03	0.07
46.598	6.06	-0.46	-13.21	0.16	-0.05	0.01
46.624	-0.16	3.03	-9.37	0.01	0.04	-0.07
46.652	12.75	4.38	-6.21	0.07	-0.18	-0.15
46.679	7.33	1.44	-8.83	-0.12	0.01	0.04
46.706	7.92	-1.23	-9.28	-0.07	0.10	0.01
46.733	1.90	0.82	-13.84	0.04	0.07	-0.05
46.760	5.67	0.67	-9.63	-0.06	-0.04	0.06
46.788	6.67	0.75	-8.79	-0.07	0.00	-0.04
46.815	6.05	0.88	-9.47	0.06	0.03	-0.01
46.841	6.06	0.60	-9.40	-0.12	-0.02	-0.06
46.869	5.54	0.85	-9.32	-0.06	0.08	-0.05
46.897	5.42	0.56	-9.34	-0.02	-0.05	0.04
46.926	5.64	0.39	-9.27	-0.06	-0.02	-0.01
46.953	3.67	0.86	-10.19	-0.04	-0.05	0.00
46.981	-0.74	-1.02	-9.55	-0.09	0.03	-0.01
47.008	0.11	1.29	-9.71	0.03	-0.05	0.01
47.035	0.78	0.80	-9.98	0.00	0.01	0.06
47.062	1.03	0.49	-9.63	-0.03	-0.05	0.01
47.089	2.65	-3.96	-7.78	-0.01	-0.11	-0.04
47.117	-2.39	4.28	-6.67	-0.03	-0.01	-0.04
47.143	-0.29	2.86	-10.39	0.09	0.00	0.05
47.171	-8.21	-1.77	-8.51	0.07	-0.07	0.09
47.198	-5.05	-0.68	-12.69	-0.01	0.11	0.01
47.225	-2.28	1.13	-10.39	0.05	-0.03	0.06
47.253	3.29	0.01	-10.52	-0.12	-0.15	-0.05
47.283	0.80	1.70	-9.78	0.01	0.03	-0.05
47.309	1.95	0.72	-10.75	0.09	0.05	0.04
47.337	6.80	0.70	-9.62	0.16	-0.08	-0.01
47.364	-0.99	0.22	-9.68	0.02	0.09	0.07
47.391	0.10	0.53	-9.64	-0.07	0.00	0.13
47.418	1.57	0.17	-9.47	-0.09	-0.03	0.11
47.446	1.82	0.64	-9.73	0.03	-0.06	-0.01
47.472	3.32	1.03	-9.27	0.03	-0.00	0.02
47.500	3.74	0.42	-9.08	-0.04	0.04	0.06
47.526	3.81	0.94	-9.57	-0.02	-0.09	0.03
47.554	1.24	-0.06	-9.73	0.02	0.08	0.09
47.581	-0.06	0.25	-9.24	0.07	-0.04	-0.05
47.608	1.08	0.44	-10.14	-0.08	-0.18	-0.11
47.638	1.03	1.08	-9.98	0.04	-0.12	-0.12
47.666	0.81	0.17	-9.92	0.01	-0.11	0.09
47.692	0.65	0.81	-9.81	-0.11	-0.09	0.01
47.720	0.80	0.35	-9.73	0.11	-0.08	0.08
47.747	0.91	0.55	-9.80	0.03	-0.05	0.12
47.774	0.67	0.60	-9.89	-0.01	-0.09	-0.05
47.801	0.87	0.53	-9.72	-0.01	0.05	-0.00
47.828	0.80	1.00	-9.83	-0.00	-0.02	-0.03
47.855	0.89	0.24	-9.68	0.07	0.03	0.02
47.888	0.72	0.98	-9.84	0.08	0.04	-0.02
47.916	1.06	0.28	-9.71	0.02	0.02	-0.10
47.942	0.88	0.42	-9.75	0.05	0.04	0.07
47.973	0.92	0.75	-9.76	0.01	-0.05	-0.05
48.000	0.91	0.72	-9.65	-0.00	0.08	-0.05
48.027	1.01	0.78	-9.80	-0.05	-0.10	-0.00
48.054	1.01	0.47	-9.81	-0.10	-0.01	0.08
48.081	0.96	0.52	-9.68	0.09	0.01	0.08
48.108	1.00	0.74	-9.73	0.12	0.04	-0.06
48.135	1.01	0.47	-9.81	0.02	-0.03	0.03
48.162	0.86	0.60	-9.63	-0.07	0.12	-0.12
48.189	1.01	0.78	-9.80	-0.02	0.01	0.01
48.217	0.93	0.55	-9.78	0.02	0.07	-0.04
48.243	1.06	0.70	-9.78	-0.03	-0.03	-0.04
48.271	0.93	0.70	-9.75	0.06	-0.06	-0.06
48.297	0.95	0.75	-9.83	0.05	0.09	-0.04
48.328	0.94	0.40	-9.74	0.00	-0.09	-0.15
48.355	0.93	0.88	-9.83	-0.03	-0.04	-0.07
48.382	0.94	0.50	-9.83	-0.00	-0.09	-0.04
48.409	0.83	0.55	-9.78	-0.05	-0.12	0.03
48.437	0.88	0.67	-9.68	-0.02	-0.04	0.03
48.463	0.99	0.76	-9.80	-0.01	-0.04	0.01
48.491	1.19	1.17	-9.80	0.01	0.00	0.03
48.518	0.89	0.99	-9.67	-0.04	0.08	0.07
48.544	0.93	0.78	-9.63	0.01	0.05	0.10
48.572	0.83	0.59	-9.80	0.06	-0.06	0.00
48.599	1.04	0.64	-9.78	0.02	-0.06	-0.06
48.626	0.46	0.41	-10.24	0.00	-0.03	0.03
48.653	-5.25	-0.17	-9.32	0.16	-0.18	0.03
48.684	-2.54	-0.09	-10.86	0.06	0.04	-0.03
48.710	-0.37	1.11	-10.14	0.04	0.22	0.07
48.738	1.58	0.50	-9.76	0.04	-0.03	0.04
48.764	13.66	2.71	-10.91	0.00	0.05	-0.10
48.792	-2.04	-1.27	-10.70	-0.07	-0.17	0.07
48.820	-2.00	1.73	-9.78	0.05	-0.07	0.04
48.846	6.48	0.98	-10.00	0.02	0.11	-0.06
48.874	-3.17	-0.09	-10.16	0.02	-0.09	0.07
48.901	1.45	0.91	-9.74	-0.08	0.10	0.04
48.928	0.72	-0.25	-9.87	-0.00	-0.08	0.02
48.955	1.01	0.88	-9.48	-0.01	0.04	0.06
48.983	0.98	0.52	-9.95	0.03	-0.14	-0.08
49.009	0.60	0.91	-9.80	0.01	-0.01	-0.08
49.040	1.19	0.47	-9.69	0.06	0.07	0.00
49.067	0.81	0.89	-9.80	0.02	0.12	0.10
49.094	1.03	0.53	-9.79	0.04	-0.08	-0.04
49.121	0.73	0.63	-9.73	-0.09	-0.02	0.21
49.148	1.11	0.60	-9.76	0.03	-0.02	-0.04
49.175	0.89	0.60	-9.79	-0.05	0.00	0.09
49.203	0.94	0.62	-9.64	0.04	-0.16	0.10
49.229	0.91	1.34	-9.58	0.10	-0.08	0.01
49.256	0.57	1.03	-9.74	0.07	0.08	0.05
49.284	-0.88	1.36	-9.95	-0.11	-0.02	-0.08
49.311	0.08	0.40	-9.64	0.08	0.02	0.04
49.338	1.56	0.36	-9.88	0.10	0.02	-0.08
49.364	0.95	0.76	-9.78	0.04	-0.03	0.04
49.395	1.09	0.75	-9.63	-0.06	0.06	-0.05
49.422	0.55	1.75	-9.14	0.14	0.02	-0.16
49.449	0.67	0.25	-9.99	0.06	-0.09	0.12
49.476	0.78	0.72	-9.75	0.02	-0.06	0.03
49.504	0.95	0.71	-9.78	-0.06	-0.06	-0.00
49.530	0.89	0.25	-9.89	0.09	-0.03	-0.06
49.558	0.85	0.70	-9.69	-0.07	0.05	0.12
49.585	0.84	0.91	-9.76	0.00	0.10	0.09
49.612	1.04	0.51	-9.67	-0.05	0.07	0.00
49.639	0.85	1.02	-9.81	0.06	0.04	0.08
49.666	0.75	0.41	-9.75	0.05	-0.03	0.18
49.693	0.47	1.38	-9.68	0.06	0.02	-0.03
49.720	1.06	0.88	-9.68	0.18	-0.06	-0.01
49.751	0.64	1.18	-9.68	0.11	0.04	-0.10
49.777	1.03	0.35	-9.80	-0.02	-0.07	-0.04
49.805	0.82	0.56	-9.70	-0.04	0.01	0.18
49.831	1.64	0.53	-9.62	-0.06	0.02	-0.04
49.859	-0.02	0.57	-10.39	0.05	0.01	-0.03
49.886	1.53	0.82	-9.69	0.20	-0.16	-0.04
49.913	0.95	0.66	-9.58	0.04	0.00	0.01
49.940	0.92	0.50	-9.76	0.04	-0.03	-0.06
49.968	1.03	0.40	-9.89	-0.03	-0.01	0.06
49.994	0.79	0.27	-9.80	-0.06	0.03	0.07
50.022	0.83	0.80	-9.82	-0.07	0.08	0.04
50.049	0.78	1.10	-9.77	0.00	-0.13	0.02
50.076	1.13	0.29	-9.96	0.04	0.25	0.07
50.123	0.82	1.02	-9.75	0.06	-0.02	-0.17
50.151	1.32	0.57	-9.50	-0.05	0.02	0.16
