Time 	 AccX 	 AccY 	 AccZ 	 GyroX 	 GyroY 	 GyroZ
12.738	0.92	0.72	-9.78	-0.02	-0.09	0.00
12.765	0.90	0.72	-9.76	-0.02	0.01	-0.05
12.792	0.84	0.76	-9.73	0.03	0.01	0.04
12.819	0.78	0.68	-9.75	-0.03	-0.04	-0.02
12.847	0.81	0.75	-9.81	0.01	0.01	0.04
12.891	0.85	0.73	-9.78	0.02	-0.06	0.02
12.917	0.86	0.87	-9.80	0.03	0.01	0.10
12.945	0.93	0.73	-9.80	0.03	0.07	0.11
12.972	0.88	0.78	-9.72	-0.02	-0.01	0.06
12.998	0.91	0.80	-9.76	-0.02	-0.04	0.03
13.026	0.87	0.80	-9.81	-0.04	-0.01	0.06
13.052	0.85	0.75	-9.78	-0.02	0.00	0.02
13.080	0.83	0.77	-9.70	-0.03	-0.01	0.00
13.110	1.01	0.81	-9.79	-0.06	-0.02	0.02
13.137	0.87	0.71	-9.77	0.01	0.00	-0.06
13.164	0.89	0.78	-9.75	0.04	-0.09	0.05
13.192	0.88	0.65	-9.73	0.06	-0.00	0.02
13.218	0.87	0.75	-9.76	-0.05	-0.01	0.00
13.246	0.88	0.78	-9.78	0.04	-0.07	0.00
13.273	0.88	0.80	-9.66	0.00	-0.09	-0.08
13.299	0.91	0.83	-9.83	-0.07	0.02	0.18
13.327	0.90	0.78	-9.74	-0.05	0.06	0.01
13.353	0.89	0.73	-9.84	0.03	-0.09	-0.04
13.381	0.96	0.77	-9.80	-0.13	-0.05	0.04
13.408	0.90	0.72	-9.75	0.04	-0.05	0.03
13.435	0.93	0.72	-9.76	0.00	0.03	0.06
13.465	0.93	0.79	-9.78	-0.08	0.02	-0.03
13.493	0.91	0.74	-9.79	0.04	0.07	0.02
13.519	0.85	0.88	-9.83	-0.00	-0.11	-0.01
13.547	0.88	0.77	-9.80	0.02	0.03	0.12
13.574	0.83	0.68	-9.70	-0.01	-0.02	-0.01
13.601	0.93	0.74	-9.78	0.05	-0.07	-0.10
13.628	0.90	0.78	-9.80	0.04	-0.07	-0.16
13.656	0.86	0.70	-9.77	0.03	0.09	0.05
13.682	0.93	0.78	-9.77	0.00	-0.06	-0.14
13.709	0.87	0.75	-9.70	-0.10	0.05	0.01
13.736	0.85	0.69	-9.80	-0.06	0.05	0.03
13.763	0.92	0.65	-9.74	0.01	0.03	0.12
13.791	0.92	0.79	-9.89	-0.05	-0.05	-0.03
13.820	0.88	0.68	-9.73	-0.02	0.03	-0.04
13.848	0.91	0.75	-9.76	0.01	-0.01	-0.06
13.875	0.95	0.86	-9.75	-0.04	0.00	0.04
13.902	0.87	0.74	-9.71	-0.05	0.05	0.01
13.929	0.88	0.79	-9.81	0.05	0.02	0.02
13.957	0.91	0.74	-9.73	-0.05	-0.06	0.23
13.983	0.94	0.83	-9.78	-0.07	-0.11	0.09
14.011	0.88	0.76	-9.80	-0.06	0.01	0.02
14.038	0.80	0.69	-9.77	-0.04	-0.01	0.09
14.065	0.93	0.71	-9.80	-0.02	0.00	0.05
14.092	0.85	0.70	-9.79	0.00	0.02	-0.12
14.118	0.90	0.74	-9.82	-0.03	0.24	0.04
14.146	0.83	0.77	-9.79	-0.15	0.00	0.08
14.176	0.91	0.69	-9.76	0.05	0.11	0.10
14.203	0.89	0.84	-9.84	0.00	0.12	0.06
14.230	0.91	0.69	-9.80	-0.06	-0.03	-0.24
14.258	0.93	0.69	-9.74	-0.02	-0.01	0.07
14.284	0.90	0.77	-9.73	-0.03	-0.01	0.06
14.312	0.80	0.74	-9.83	-0.03	-0.05	0.08
14.339	0.91	0.80	-9.78	0.01	-0.04	0.05
14.366	0.88	0.76	-9.73	-0.04	0.06	-0.02
14.393	0.96	0.69	-9.72	0.05	-0.08	0.05
14.420	0.85	0.82	-9.75	0.01	-0.16	0.01
14.447	0.99	0.70	-9.68	0.02	0.01	0.09
14.475	0.93	0.82	-9.78	-0.07	-0.03	-0.05
14.501	0.90	0.68	-9.75	0.10	0.00	-0.03
14.531	0.93	0.77	-9.83	-0.00	-0.04	0.02
14.559	0.93	0.75	-9.73	0.08	-0.02	0.07
14.585	0.91	0.74	-9.75	0.08	-0.09	-0.14
14.613	0.94	0.73	-9.69	-0.01	-0.11	0.06
14.641	0.93	0.68	-9.72	-0.06	0.06	0.06
14.667	0.88	0.69	-9.76	-0.05	-0.06	0.04
14.695	0.87	0.80	-9.70	0.00	0.06	-0.09
14.722	0.85	0.79	-9.77	-0.00	-0.02	0.01
14.749	0.92	0.81	-9.73	-0.01	0.04	0.02
14.776	0.94	0.67	-9.78	0.08	-0.06	-0.03
14.803	0.89	0.72	-9.81	0.11	0.05	-0.02
14.830	0.91	0.79	-9.76	-0.06	-0.08	-0.06
14.858	0.87	0.72	-9.78	-0.01	-0.02	-0.01
14.887	0.87	0.75	-9.78	-0.00	0.05	-0.11
14.915	0.87	0.79	-9.75	0.07	0.06	-0.16
14.942	0.88	0.78	-9.83	-0.04	-0.12	-0.08
14.974	0.93	0.80	-9.78	-0.01	0.03	0.04
15.002	0.88	0.74	-9.78	0.08	-0.10	0.03
15.029	0.96	0.75	-9.83	0.05	-0.07	-0.15
15.056	0.87	0.62	-9.81	0.06	0.04	-0.11
15.083	0.83	0.69	-9.68	-0.03	0.01	0.09
15.111	0.83	0.85	-9.84	0.09	-0.01	-0.06
15.137	0.93	0.73	-9.79	-0.08	-0.04	0.15
15.165	0.89	0.65	-9.81	-0.01	0.03	-0.09
15.192	0.90	0.79	-9.80	-0.01	0.06	-0.03
15.219	0.84	0.78	-9.73	0.01	-0.02	-0.03
15.249	0.94	0.70	-9.73	0.08	-0.04	-0.01
15.276	0.81	0.70	-9.85	-0.03	-0.07	0.07
15.303	0.91	0.73	-9.75	0.03	0.02	-0.10
15.330	0.88	0.93	-9.80	0.01	-0.09	0.03
15.357	0.93	0.75	-9.80	0.02	-0.01	-0.02
15.384	0.85	0.82	-9.85	-0.06	0.04	-0.03
15.412	0.88	0.74	-9.83	0.07	0.00	-0.01
15.438	0.86	0.77	-9.88	0.02	-0.09	-0.10
15.466	0.83	0.76	-9.72	-0.06	0.01	-0.02
15.493	0.85	0.72	-9.76	0.07	-0.02	-0.01
15.520	0.93	0.73	-9.82	0.09	0.09	-0.01
15.547	0.92	0.71	-9.77	0.02	0.00	-0.01
15.575	0.98	0.78	-9.68	-0.01	-0.05	0.02
15.604	0.85	0.79	-9.75	-0.03	0.04	0.09
15.632	0.92	0.84	-9.75	0.01	-0.07	-0.02
15.659	0.91	0.63	-9.69	-0.00	0.02	-0.10
15.686	0.91	0.72	-9.80	-0.02	-0.12	0.03
15.713	0.92	0.70	-9.85	-0.06	0.03	-0.06
15.740	0.90	0.74	-9.73	-0.00	-0.19	0.07
15.767	0.85	0.83	-9.72	0.08	0.05	-0.12
15.795	0.85	0.75	-9.77	0.09	-0.03	0.01
15.821	0.91	0.78	-9.79	-0.03	0.03	0.17
15.849	0.83	0.84	-9.79	0.10	0.02	0.06
15.876	0.94	0.83	-9.74	-0.02	-0.08	0.01
15.903	0.87	0.76	-9.68	-0.03	0.06	-0.04
15.930	0.93	0.68	-9.70	0.01	-0.05	-0.09
15.960	0.83	0.66	-9.71	-0.00	-0.08	0.05
15.987	0.88	0.68	-9.70	0.03	-0.01	0.02
16.014	0.88	0.82	-9.78	-0.01	-0.02	-0.04
16.041	0.84	0.68	-9.71	0.01	-0.00	0.11
16.068	0.93	0.77	-9.81	-0.07	-0.02	-0.12
16.096	0.87	0.73	-9.73	-0.03	0.07	0.05
16.122	0.92	0.71	-9.75	0.00	-0.01	0.00
16.150	0.93	0.71	-9.72	0.03	0.05	-0.04
16.177	0.85	0.69	-9.70	0.08	-0.07	-0.01
16.204	0.92	0.73	-9.78	0.03	-0.11	-0.03
16.231	0.93	0.75	-9.80	0.03	-0.12	0.00
16.259	0.92	0.69	-9.71	0.03	-0.04	0.05
16.285	0.91	0.81	-9.83	-0.04	-0.03	0.06
16.316	0.83	0.81	-9.77	0.01	0.10	0.01
16.343	0.96	0.75	-9.72	0.05	-0.05	-0.00
16.370	0.92	0.78	-9.74	-0.05	0.06	0.10
16.397	0.89	0.73	-9.70	-0.09	-0.04	0.03
16.423	0.82	0.72	-9.80	0.03	-0.09	0.05
16.451	0.88	0.78	-9.78	0.04	-0.07	-0.03
16.478	0.82	0.73	-9.73	0.03	-0.05	-0.06
16.505	0.86	0.83	-9.78	0.03	0.02	-0.02
16.532	0.87	0.87	-9.73	0.01	-0.01	0.08
16.560	0.93	0.78	-9.77	-0.07	0.04	0.10
16.586	0.98	0.76	-9.67	0.00	-0.04	0.02
16.614	0.92	0.75	-9.78	-0.10	0.05	0.07
16.641	0.86	0.72	-9.80	-0.01	0.07	0.03
16.671	0.89	0.60	-9.80	0.01	0.00	-0.02
16.698	0.87	0.82	-9.77	-0.06	0.00	0.04
16.724	0.89	0.72	-9.75	0.13	0.01	-0.07
16.752	0.88	0.72	-9.82	0.07	0.02	-0.08
16.779	0.88	0.68	-9.74	-0.03	-0.09	0.05
16.806	0.87	0.78	-9.73	-0.04	0.09	-0.05
16.833	0.90	0.70	-9.75	-0.07	0.03	0.10
16.861	0.88	0.74	-9.78	-0.05	0.03	0.14
16.887	0.90	0.68	-9.81	-0.02	0.11	-0.07
16.915	0.93	0.67	-9.73	-0.01	0.10	0.00
16.942	0.97	0.68	-9.70	-0.00	0.01	-0.12
16.969	0.92	0.71	-9.75	0.06	-0.04	-0.01
16.996	0.82	0.90	-9.78	-0.01	-0.04	0.06
17.027	0.93	0.78	-9.67	0.11	-0.02	0.03
17.053	0.88	0.76	-9.71	0.03	-0.07	-0.03
17.081	0.84	0.79	-9.71	-0.05	0.08	-0.05
17.107	0.85	0.85	-9.78	0.02	0.10	0.00
17.135	0.85	0.85	-9.82	0.04	-0.07	-0.06
17.178	0.91	0.82	-9.85	-0.07	0.00	0.03
17.206	0.86	0.78	-9.70	0.03	0.06	-0.09
17.232	0.86	0.77	-9.75	0.01	0.04	-0.01
17.260	0.88	0.76	-9.72	0.16	-0.05	-0.13
17.287	0.86	0.84	-9.71	0.07	-0.01	0.03
17.314	0.84	0.73	-9.73	-0.07	0.02	-0.01
17.341	0.90	0.80	-9.75	-0.06	0.00	0.05
17.369	0.88	0.83	-9.78	0.05	0.12	-0.05
17.398	0.94	0.79	-9.76	0.03	-0.01	-0.03
17.426	0.82	0.76	-9.75	0.08	0.02	-0.05
17.453	0.80	0.69	-9.83	-0.09	0.09	0.19
17.479	0.83	0.65	-9.71	0.00	0.01	-0.01
17.507	0.83	0.71	-9.75	0.02	0.01	0.04
17.533	0.80	0.68	-9.76	0.07	-0.04	0.11
17.561	0.90	0.73	-9.81	-0.07	0.11	0.08
17.588	0.88	0.79	-9.73	0.07	0.01	-0.01
17.615	0.87	0.80	-9.73	-0.03	-0.00	0.01
17.642	0.93	0.71	-9.73	-0.09	0.10	0.01
17.670	0.90	0.75	-9.78	-0.07	-0.00	0.09
17.696	0.88	0.74	-9.68	-0.08	-0.02	-0.05
17.724	0.86	0.74	-9.74	0.09	-0.09	0.05
17.754	0.86	0.81	-9.71	0.04	-0.08	0.08
17.781	0.98	0.70	-9.80	0.04	-0.03	0.05
17.808	0.90	0.84	-9.68	-0.04	-0.14	-0.20
17.836	0.88	0.70	-9.78	0.03	-0.10	-0.08
17.862	0.91	0.78	-9.82	0.07	-0.04	0.12
17.889	0.83	0.73	-9.70	0.02	-0.04	0.06
17.916	0.94	0.83	-9.73	-0.00	0.10	0.08
17.943	0.88	0.76	-9.83	0.09	-0.01	-0.03
17.971	0.88	0.83	-9.83	0.05	0.08	-0.08
17.997	0.84	0.73	-9.77	0.03	-0.05	-0.12
18.025	0.92	0.70	-9.70	-0.07	0.06	0.22
18.052	0.91	0.75	-9.75	-0.01	0.01	0.08
18.079	0.84	0.76	-9.74	0.00	-0.07	-0.04
18.109	0.85	0.79	-9.86	-0.06	0.04	-0.04
18.137	0.83	0.85	-9.80	-0.00	0.07	-0.04
18.163	0.89	0.80	-9.73	0.02	-0.07	0.01
18.191	0.85	0.79	-9.79	-0.10	0.07	0.15
18.217	0.93	0.75	-9.80	0.08	-0.04	-0.06
18.245	0.83	0.77	-9.74	-0.02	0.04	0.05
18.272	0.85	0.76	-9.76	0.05	0.03	0.06
18.298	0.91	0.77	-9.76	-0.03	0.03	0.03
18.326	0.91	0.75	-9.70	-0.09	0.04	-0.03
18.353	0.88	0.73	-9.78	-0.02	0.16	0.03
18.380	1.03	0.72	-9.78	0.05	-0.11	-0.23
18.407	0.93	0.73	-9.72	-0.06	0.01	0.10
18.435	0.93	0.83	-9.77	-0.03	0.02	0.07
18.464	0.79	0.70	-9.75	0.12	-0.06	-0.09
18.492	0.91	0.75	-9.88	-0.04	0.15	0.03
18.519	0.88	0.73	-9.75	0.11	-0.09	0.07
18.546	0.94	0.85	-9.71	0.03	-0.08	-0.04
18.573	0.88	0.80	-9.81	0.06	-0.05	-0.05
18.600	0.88	0.75	-9.70	0.07	-0.07	0.03
18.627	0.86	0.74	-9.69	0.00	-0.02	0.04
18.655	0.89	0.78	-9.80	0.09	-0.01	-0.08
18.681	0.91	0.75	-9.80	0.12	0.01	-0.06
18.709	0.83	0.70	-9.81	0.09	-0.01	-0.12
18.736	0.90	0.79	-9.72	-0.01	0.01	0.07
18.763	0.85	0.77	-9.75	0.09	0.10	-0.13
18.790	0.80	0.85	-9.73	-0.03	-0.13	0.04
18.820	0.87	0.80	-9.70	-0.04	-0.04	0.01
18.847	0.86	0.70	-9.82	-0.10	0.09	-0.01
18.874	0.89	0.65	-9.75	-0.03	0.06	0.02
18.902	0.84	0.78	-9.87	-0.03	0.00	0.13
18.928	0.90	0.78	-9.73	-0.12	0.09	0.12
18.956	0.88	0.81	-9.60	0.00	0.05	0.06
18.982	0.95	0.75	-9.70	0.00	-0.02	0.08
19.010	0.88	0.73	-9.78	-0.02	-0.05	0.12
19.037	0.91	0.71	-9.78	0.01	-0.07	-0.02
19.064	0.76	0.62	-9.69	0.07	0.04	0.06
19.091	0.85	0.72	-9.79	-0.02	0.00	-0.07
19.118	0.87	0.80	-9.83	0.01	0.00	0.02
19.145	0.91	0.70	-9.78	0.00	-0.02	0.15
19.175	0.88	0.81	-9.73	0.04	-0.04	0.07
19.203	0.87	0.68	-9.76	0.02	0.06	-0.03
19.229	0.85	0.70	-9.71	-0.01	0.01	0.07
19.262	0.85	0.79	-9.73	0.13	-0.03	-0.13
19.290	0.89	0.81	-9.75	-0.05	0.09	-0.03
19.316	0.87	0.80	-9.81	-0.10	0.11	0.21
19.344	0.80	0.77	-9.81	0.05	0.07	-0.06
19.371	0.88	0.62	-9.68	-0.02	0.04	-0.18
19.398	0.92	0.73	-9.66	-0.07	-0.13	-0.07
19.425	0.92	0.75	-9.72	-0.06	0.14	-0.14
19.452	0.88	0.75	-9.80	0.07	-0.02	-0.01
19.479	0.95	0.68	-9.75	-0.06	-0.03	-0.01
19.507	0.92	0.73	-9.70	0.08	-0.09	0.07
19.536	0.90	0.77	-9.71	-0.02	-0.16	0.06
19.564	0.84	0.74	-9.80	0.03	0.00	-0.02
19.591	0.80	0.78	-9.73	0.04	-0.08	0.01
19.618	0.99	0.69	-9.72	0.04	0.00	-0.12
19.645	0.93	0.83	-9.83	0.02	-0.03	-0.05
19.673	0.88	0.64	-9.70	0.04	-0.06	0.03
19.699	0.87	0.78	-9.80	-0.06	0.02	-0.02
19.726	0.83	0.80	-9.83	0.00	0.09	0.06
19.753	0.91	0.68	-9.78	-0.06	0.06	0.17
19.780	0.86	0.73	-9.79	-0.03	0.12	0.10
19.808	0.91	0.82	-9.76	-0.06	0.06	-0.04
19.834	0.85	0.83	-9.77	-0.04	0.00	-0.09
19.862	0.99	0.79	-9.83	0.04	-0.07	-0.17
19.892	0.91	0.68	-9.78	0.06	0.04	-0.01
19.919	0.89	0.76	-9.78	-0.02	-0.04	0.06
19.946	0.96	0.75	-9.76	0.11	0.00	0.01
19.974	0.91	0.80	-9.72	-0.00	-0.14	0.06
20.000	0.89	0.71	-9.77	0.00	0.03	0.08
20.027	0.90	0.73	-9.78	0.04	-0.01	0.06
20.055	0.89	0.78	-9.75	0.08	-0.07	-0.06
20.081	0.96	0.79	-9.91	0.03	-0.11	-0.03
20.109	0.88	0.72	-9.80	-0.04	0.06	0.09
20.135	0.83	0.74	-9.82	0.08	-0.13	0.06
20.163	0.91	0.77	-9.73	0.05	-0.03	-0.11
20.190	0.89	0.83	-9.78	-0.02	-0.04	-0.03
20.217	0.86	0.72	-9.83	0.04	0.04	-0.09
20.247	0.88	0.75	-9.76	0.07	0.08	-0.01
20.275	0.83	0.73	-9.73	0.12	0.00	-0.04
20.301	0.96	0.79	-9.72	0.09	0.01	0.14
20.329	0.86	0.77	-9.78	-0.06	0.14	0.13
20.356	0.88	0.80	-9.80	0.08	-0.01	0.04
20.383	0.84	0.77	-9.74	0.14	-0.04	0.06
20.410	0.97	0.77	-9.74	-0.01	-0.06	0.04
20.438	0.83	0.77	-9.76	-0.02	-0.00	0.09
20.464	0.85	0.79	-9.75	-0.01	-0.09	-0.17
20.492	0.91	0.75	-9.76	-0.03	-0.01	0.02
20.518	0.88	0.73	-9.68	0.03	-0.08	0.00
20.546	0.87	0.75	-9.79	-0.04	-0.04	-0.08
20.573	0.83	0.81	-9.82	0.02	-0.04	-0.03
20.603	0.83	0.82	-9.75	-0.05	-0.06	-0.12
20.630	0.85	0.77	-9.71	0.06	-0.01	0.21
20.658	0.84	0.78	-9.78	-0.04	0.08	0.06
20.684	0.91	0.74	-9.68	-0.01	-0.04	-0.04
20.712	0.87	0.67	-9.71	0.02	-0.01	-0.05
20.739	0.87	0.79	-9.74	0.01	0.09	-0.03
20.766	0.88	0.77	-9.76	0.01	-0.11	0.06
20.793	0.83	0.78	-9.79	-0.10	0.10	0.16
20.820	0.90	0.74	-9.78	-0.06	-0.07	-0.02
20.847	0.87	0.85	-9.81	-0.09	-0.08	0.06
20.875	0.88	0.73	-9.78	0.04	-0.10	0.06
20.901	0.93	0.70	-9.74	0.04	0.00	0.08
20.928	0.87	0.73	-9.70	0.08	-0.04	-0.08
20.959	0.94	0.80	-9.73	-0.06	0.04	0.03
20.985	0.85	0.73	-9.74	-0.06	-0.07	0.08
21.013	0.89	0.75	-9.82	0.04	-0.04	0.04
21.040	0.81	0.78	-9.82	0.03	0.04	0.04
21.067	0.86	0.62	-9.70	0.05	-0.00	-0.01
21.094	0.87	0.77	-9.81	0.01	-0.06	-0.02
21.121	0.94	0.92	-9.79	0.03	0.08	0.09
21.148	0.88	0.60	-9.88	-0.03	-0.09	-0.06
21.175	0.85	0.89	-9.67	0.02	-0.09	0.08
21.202	0.87	0.96	-9.73	0.00	-0.07	0.00
21.229	1.01	0.57	-9.80	0.09	0.02	-0.04
21.257	0.96	0.62	-9.70	-0.03	-0.00	0.01
21.283	0.87	0.73	-9.80	-0.03	0.00	0.05
21.313	0.89	0.75	-9.88	0.05	-0.03	0.08
21.341	0.91	0.81	-9.78	0.12	0.01	0.05
21.367	0.91	0.70	-9.75	-0.12	0.02	0.16
21.395	0.90	0.73	-9.78	-0.09	0.07	-0.03
21.422	0.86	0.79	-9.88	0.12	-0.03	-0.07
21.466	0.87	0.79	-9.74	0.07	-0.01	-0.05
21.493	0.88	0.73	-9.73	0.00	-0.00	-0.03
21.520	0.83	0.73	-9.70	0.01	-0.01	0.16
21.548	0.85	0.72	-9.70	0.09	0.04	-0.13
21.574	0.82	0.75	-9.78	-0.03	0.11	-0.03
21.602	0.93	0.69	-9.74	-0.06	0.02	0.14
21.628	0.87	0.79	-9.75	0.02	-0.01	0.01
21.656	0.88	0.73	-9.70	-0.04	0.05	0.12
21.686	0.85	0.75	-9.76	0.02	0.03	0.06
21.713	0.91	0.78	-9.82	-0.02	-0.03	0.10
21.740	0.91	0.76	-9.71	-0.03	0.00	-0.04
21.768	0.80	0.72	-9.77	0.00	-0.00	0.04
21.794	0.85	0.83	-9.77	0.06	-0.06	-0.01
21.822	0.79	0.67	-9.70	0.05	-0.01	0.10
21.849	0.91	0.74	-9.81	-0.06	0.03	-0.05
21.876	0.84	0.81	-9.77	0.06	-0.03	-0.05
21.903	0.85	0.75	-9.88	0.02	-0.08	0.03
21.931	0.90	0.82	-9.67	-0.10	0.01	0.00
21.957	0.89	0.78	-9.82	0.00	-0.05	0.12
21.984	0.91	0.73	-9.78	-0.01	0.11	0.07
22.011	0.93	0.72	-9.70	0.05	-0.02	0.01
22.041	0.85	0.75	-9.83	0.06	-0.08	-0.10
22.069	0.86	0.78	-9.75	0.05	0.06	-0.02
22.095	0.91	0.70	-9.73	0.02	0.04	0.04
22.123	0.96	0.72	-9.72	-0.05	0.04	0.02
22.150	0.86	0.84	-9.78	0.05	0.00	0.01
22.177	0.91	0.75	-9.82	0.06	0.10	-0.01
22.204	0.88	0.78	-9.78	0.08	0.03	0.08
22.232	0.84	0.73	-9.74	-0.03	0.10	-0.06
22.258	0.90	0.80	-9.73	0.01	-0.01	0.00
22.286	0.85	0.71	-9.78	-0.03	0.07	0.05
22.312	0.88	0.74	-9.83	-0.09	0.17	0.01
22.340	0.95	0.66	-9.85	0.07	0.05	-0.01
22.367	0.87	0.74	-9.83	0.05	-0.07	-0.03
22.396	0.87	0.80	-9.72	0.04	0.04	0.00
22.424	0.87	0.79	-9.77	0.05	0.08	-0.15
22.451	0.87	0.80	-9.79	0.05	-0.11	-0.02
22.478	0.92	0.72	-9.80	-0.03	-0.03	0.03
22.505	0.94	0.79	-9.67	-0.05	0.04	-0.07
22.533	0.85	0.73	-9.71	0.01	-0.05	-0.14
22.559	0.96	0.76	-9.78	-0.01	0.05	0.11
22.587	0.91	0.70	-9.78	0.00	0.14	0.04
22.614	0.88	0.75	-9.78	0.03	0.04	-0.01
22.641	0.91	0.78	-9.77	0.00	0.11	0.00
22.668	0.88	0.74	-9.73	0.01	0.03	-0.01
22.695	0.90	0.74	-9.75	0.01	0.01	-0.04
22.722	0.88	0.75	-9.81	-0.05	-0.06	0.05
22.753	0.91	0.70	-9.76	0.10	0.01	-0.04
22.779	0.92	0.75	-9.74	0.00	0.06	-0.03
22.807	0.87	0.77	-9.77	-0.04	0.09	0.10
22.834	0.96	0.78	-9.67	0.01	0.07	-0.09
22.861	0.93	0.79	-9.83	0.01	-0.04	-0.00
22.888	0.88	0.80	-9.82	-0.03	0.00	0.05
22.915	0.84	0.69	-9.73	-0.05	0.16	0.06
22.942	0.93	0.70	-9.75	0.05	-0.04	0.03
22.969	0.87	0.74	-9.70	-0.01	0.00	-0.04
22.996	0.84	0.81	-9.68	-0.09	-0.10	0.13
23.024	0.89	0.78	-9.76	-0.01	0.01	-0.09
23.051	0.87	0.81	-9.78	0.02	0.00	-0.01
23.078	0.85	0.83	-9.79	-0.07	0.08	-0.06
23.108	0.93	0.80	-9.83	0.03	0.02	0.07
23.135	0.93	0.77	-9.76	-0.06	0.02	-0.11
23.162	0.96	0.71	-9.77	0.14	-0.05	-0.10
23.190	0.91	0.80	-9.75	-0.08	-0.07	-0.03
23.217	0.96	0.77	-9.64	0.01	0.00	-0.02
23.244	0.85	0.85	-9.80	-0.11	0.01	-0.03
23.271	0.91	0.75	-9.75	-0.06	0.03	0.11
23.299	0.89	0.70	-9.67	0.03	0.14	0.05
23.325	0.85	0.79	-9.77	0.11	0.01	0.07
23.353	0.88	0.76	-9.76	-0.03	-0.02	-0.14
23.379	0.96	0.69	-9.68	0.00	-0.07	-0.06
23.407	0.88	0.67	-9.71	0.07	-0.06	-0.02
23.434	0.97	0.74	-9.68	-0.06	-0.04	0.08
23.473	0.93	0.69	-9.85	0.05	-0.12	-0.08
23.499	0.81	0.77	-9.98	0.07	0.06	0.12
23.527	1.13	0.90	-9.32	0.09	-0.01	0.05
23.560	3.59	0.80	-9.34	0.09	0.06	0.02
23.586	5.35	0.57	-8.55	-0.02	0.09	-0.04
23.614	-0.26	1.55	-9.97	0.09	-0.07	-0.08
23.641	3.30	0.76	-8.07	0.00	0.06	-0.16
23.668	7.87	-0.03	-8.11	-0.06	0.03	0.10
23.695	6.77	1.80	-10.27	-0.03	0.09	0.01
23.723	1.88	2.66	-11.46	-0.05	-0.02	-0.02
23.750	0.57	-0.80	-10.43	0.09	-0.06	0.04
23.777	-0.26	-0.34	-9.11	-0.04	0.00	-0.02
23.804	1.59	1.22	-10.24	-0.02	-0.12	0.07
23.834	0.41	0.74	-10.13	-0.00	0.07	0.08
23.862	-0.60	0.36	-8.37	-0.13	-0.10	0.07
23.888	0.50	1.39	-10.94	0.07	0.02	-0.08
23.916	0.50	0.52	-9.43	0.00	0.00	-0.04
23.943	0.91	1.04	-9.12	0.06	-0.09	-0.01
23.970	0.52	0.65	-10.44	-0.00	-0.00	0.01
23.997	0.34	-0.32	-8.86	0.03	0.00	-0.06
24.025	-0.40	1.27	-10.67	0.05	0.09	0.03
24.051	0.08	0.52	-9.09	0.14	-0.02	-0.02
24.079	1.47	0.22	-10.71	0.00	0.14	-0.02
24.105	1.24	1.07	-9.73	0.06	-0.16	-0.03
24.133	2.74	-0.17	-9.11	-0.14	0.18	0.03
24.163	0.23	1.76	-9.92	0.01	-0.06	0.00
24.189	0.98	1.33	-9.13	0.09	-0.14	-0.01
24.217	0.30	0.06	-8.56	-0.15	0.02	0.05
24.244	0.61	0.89	-9.45	0.08	0.02	-0.12
24.271	1.14	-0.27	-10.00	0.06	-0.04	-0.13
24.299	0.32	0.54	-9.30	-0.06	0.06	0.06
24.326	1.27	0.65	-10.34	-0.01	0.09	0.06
24.353	0.51	0.30	-8.47	-0.11	0.07	0.00
24.380	-0.26	-0.12	-10.52	-0.09	-0.03	-0.14
24.408	0.37	-0.06	-10.01	0.00	0.04	0.04
24.434	0.18	1.10	-10.54	0.07	0.07	0.14
24.462	0.66	1.19	-9.80	-0.06	0.06	-0.04
24.488	0.34	0.32	-10.19	0.09	0.03	-0.16
24.519	0.60	-0.19	-9.85	-0.04	0.05	-0.03
24.546	0.41	1.47	-9.57	-0.02	-0.06	0.11
24.573	0.39	0.79	-9.22	0.00	-0.02	0.06
24.600	0.58	0.62	-9.37	-0.04	-0.05	-0.05
24.628	0.65	0.17	-10.01	-0.07	-0.05	-0.08
24.654	0.63	1.11	-8.86	0.03	-0.07	-0.07
24.682	0.03	0.31	-9.80	0.02	0.01	-0.01
24.726	-0.33	1.34	-8.66	-0.08	0.00	0.05
24.753	-2.79	-4.87	-10.06	0.01	-0.15	0.06
24.780	-6.02	0.88	-10.45	0.01	0.13	0.07
24.807	-3.81	1.04	-9.78	0.04	0.05	0.03
24.835	-5.04	1.60	-11.02	0.07	0.05	-0.03
24.861	-4.53	-1.04	-9.09	-0.05	0.02	0.11
24.892	-5.34	-1.13	-6.60	-0.16	-0.13	0.02
24.919	-5.46	-0.04	-7.91	-0.03	-0.10	0.17
24.946	-2.04	0.22	-12.06	-0.06	0.08	0.07
24.974	-10.08	-4.79	-4.67	0.03	0.01	0.04
25.000	-11.32	4.12	-15.86	-0.30	0.25	0.17
25.028	-7.92	-0.67	-13.12	0.27	-0.12	0.05
25.056	-13.17	-1.06	-8.50	0.26	-0.88	0.37
25.082	0.21	3.61	-9.55	-0.04	0.21	0.03
25.110	-9.30	-1.53	-8.97	-0.09	0.27	0.03
25.137	-7.69	-4.60	-8.68	0.04	0.32	0.10
25.164	2.77	-2.37	-10.34	-0.03	0.07	0.19
25.192	0.98	3.64	-10.31	-0.23	0.12	0.10
25.222	-0.76	6.02	-12.56	-0.07	0.15	0.15
25.249	0.27	-6.21	-10.39	0.01	0.05	0.16
25.276	0.23	1.67	-10.24	-0.16	0.20	0.17
25.304	7.42	-0.43	-12.46	0.04	0.70	-0.02
